Step,Time,Population
2926,2.92599999999979,3.333333333332
2927,2.92699999999979,3.33333333333202
2928,2.92799999999979,3.33333333333203
2929,2.92899999999979,3.33333333333204
2930,2.92999999999979,3.33333333333205
2931,2.93099999999979,3.33333333333207
2932,2.93199999999979,3.33333333333208
2933,2.93299999999979,3.33333333333209
2934,2.93399999999979,3.3333333333321
2935,2.93499999999979,3.33333333333212
2936,2.93599999999979,3.33333333333213
2937,2.93699999999979,3.33333333333214
2938,2.93799999999979,3.33333333333215
2939,2.93899999999979,3.33333333333217
2940,2.93999999999979,3.33333333333218
2941,2.94099999999979,3.33333333333219
2942,2.94199999999979,3.3333333333322
2943,2.94299999999979,3.33333333333221
2944,2.94399999999979,3.33333333333222
2945,2.94499999999979,3.33333333333223
2946,2.94599999999979,3.33333333333224
2947,2.94699999999979,3.33333333333226
2948,2.94799999999979,3.33333333333227
2949,2.94899999999979,3.33333333333228
2950,2.94999999999979,3.33333333333229
2951,2.95099999999979,3.3333333333323
2952,2.95199999999979,3.33333333333231
2953,2.95299999999979,3.33333333333232
2954,2.95399999999979,3.33333333333233
2955,2.95499999999979,3.33333333333234
2956,2.95599999999979,3.33333333333235
2957,2.95699999999979,3.33333333333236
2958,2.95799999999979,3.33333333333237
2959,2.95899999999979,3.33333333333238
2960,2.95999999999979,3.33333333333239
2961,2.96099999999978,3.3333333333324
2962,2.96199999999978,3.33333333333241
2963,2.96299999999978,3.33333333333242
2964,2.96399999999978,3.33333333333243
2965,2.96499999999978,3.33333333333243
2966,2.96599999999978,3.33333333333244
2967,2.96699999999978,3.33333333333245
2968,2.96799999999978,3.33333333333246
2969,2.96899999999978,3.33333333333247
2970,2.96999999999978,3.33333333333248
2971,2.97099999999978,3.33333333333249
2972,2.97199999999978,3.3333333333325
2973,2.97299999999978,3.3333333333325
2974,2.97399999999978,3.33333333333251
2975,2.97499999999978,3.33333333333252
2976,2.97599999999978,3.33333333333253
2977,2.97699999999978,3.33333333333254
2978,2.97799999999978,3.33333333333254
2979,2.97899999999978,3.33333333333255
2980,2.97999999999978,3.33333333333256
2981,2.98099999999978,3.33333333333257
2982,2.98199999999978,3.33333333333258
2983,2.98299999999978,3.33333333333258
2984,2.98399999999978,3.33333333333259
2985,2.98499999999978,3.3333333333326
2986,2.98599999999978,3.33333333333261
2987,2.98699999999978,3.33333333333261
2988,2.98799999999978,3.33333333333262
2989,2.98899999999978,3.33333333333263
2990,2.98999999999978,3.33333333333263
2991,2.99099999999978,3.33333333333264
2992,2.99199999999978,3.33333333333265
2993,2.99299999999978,3.33333333333265
2994,2.99399999999978,3.33333333333266
2995,2.99499999999978,3.33333333333267
2996,2.99599999999978,3.33333333333267
2997,2.99699999999978,3.33333333333268
2998,2.99799999999978,3.33333333333269
2999,2.99899999999978,3.33333333333269
3000,2.99999999999978,3.3333333333327
3001,3.00099999999978,3.33333333333271
3002,3.00199999999978,3.33333333333271
3003,3.00299999999978,3.33333333333272
3004,3.00399999999978,3.33333333333273
3005,3.00499999999978,3.33333333333273
3006,3.00599999999978,3.33333333333274
3007,3.00699999999978,3.33333333333274
3008,3.00799999999978,3.33333333333275
3009,3.00899999999978,3.33333333333276
3010,3.00999999999978,3.33333333333276
3011,3.01099999999978,3.33333333333277
3012,3.01199999999978,3.33333333333277
3013,3.01299999999978,3.33333333333278
3014,3.01399999999978,3.33333333333278
3015,3.01499999999978,3.33333333333279
3016,3.01599999999978,3.33333333333279
3017,3.01699999999978,3.3333333333328
3018,3.01799999999978,3.33333333333281
3019,3.01899999999978,3.33333333333281
3020,3.01999999999978,3.33333333333282
3021,3.02099999999978,3.33333333333282
3022,3.02199999999978,3.33333333333283
3023,3.02299999999978,3.33333333333283
3024,3.02399999999978,3.33333333333284
3025,3.02499999999978,3.33333333333284
3026,3.02599999999978,3.33333333333285
3027,3.02699999999978,3.33333333333285
3028,3.02799999999978,3.33333333333286
3029,3.02899999999978,3.33333333333286
3030,3.02999999999978,3.33333333333287
3031,3.03099999999978,3.33333333333287
3032,3.03199999999978,3.33333333333287
3033,3.03299999999978,3.33333333333288
3034,3.03399999999978,3.33333333333288
3035,3.03499999999978,3.33333333333289
3036,3.03599999999978,3.33333333333289
3037,3.03699999999978,3.3333333333329
3038,3.03799999999978,3.3333333333329
3039,3.03899999999978,3.33333333333291
3040,3.03999999999978,3.33333333333291
3041,3.04099999999978,3.33333333333291
3042,3.04199999999978,3.33333333333292
3043,3.04299999999978,3.33333333333292
3044,3.04399999999978,3.33333333333293
3045,3.04499999999978,3.33333333333293
3046,3.04599999999978,3.33333333333293
3047,3.04699999999978,3.33333333333294
3048,3.04799999999978,3.33333333333294
3049,3.04899999999978,3.33333333333295
3050,3.04999999999978,3.33333333333295
3051,3.05099999999978,3.33333333333295
3052,3.05199999999977,3.33333333333296
3053,3.05299999999977,3.33333333333296
3054,3.05399999999977,3.33333333333297
3055,3.05499999999977,3.33333333333297
3056,3.05599999999977,3.33333333333297
3057,3.05699999999977,3.33333333333298
3058,3.05799999999977,3.33333333333298
3059,3.05899999999977,3.33333333333298
3060,3.05999999999977,3.33333333333299
3061,3.06099999999977,3.33333333333299
3062,3.06199999999977,3.33333333333299
3063,3.06299999999977,3.333333333333
3064,3.06399999999977,3.333333333333
3065,3.06499999999977,3.333333333333
3066,3.06599999999977,3.33333333333301
3067,3.06699999999977,3.33333333333301
3068,3.06799999999977,3.33333333333301
3069,3.06899999999977,3.33333333333302
3070,3.06999999999977,3.33333333333302
3071,3.07099999999977,3.33333333333302
3072,3.07199999999977,3.33333333333303
3073,3.07299999999977,3.33333333333303
3074,3.07399999999977,3.33333333333303
3075,3.07499999999977,3.33333333333304
3076,3.07599999999977,3.33333333333304
3077,3.07699999999977,3.33333333333304
3078,3.07799999999977,3.33333333333304
3079,3.07899999999977,3.33333333333305
3080,3.07999999999977,3.33333333333305
3081,3.08099999999977,3.33333333333305
3082,3.08199999999977,3.33333333333306
3083,3.08299999999977,3.33333333333306
3084,3.08399999999977,3.33333333333306
3085,3.08499999999977,3.33333333333306
3086,3.08599999999977,3.33333333333307
3087,3.08699999999977,3.33333333333307
3088,3.08799999999977,3.33333333333307
3089,3.08899999999977,3.33333333333307
3090,3.08999999999977,3.33333333333308
3091,3.09099999999977,3.33333333333308
3092,3.09199999999977,3.33333333333308
3093,3.09299999999977,3.33333333333308
3094,3.09399999999977,3.33333333333309
3095,3.09499999999977,3.33333333333309
3096,3.09599999999977,3.33333333333309
3097,3.09699999999977,3.33333333333309
3098,3.09799999999977,3.3333333333331
3099,3.09899999999977,3.3333333333331
3100,3.09999999999977,3.3333333333331
3101,3.10099999999977,3.3333333333331
3102,3.10199999999977,3.33333333333311
3103,3.10299999999977,3.33333333333311
3104,3.10399999999977,3.33333333333311
3105,3.10499999999977,3.33333333333311
3106,3.10599999999977,3.33333333333311
3107,3.10699999999977,3.33333333333312
3108,3.10799999999977,3.33333333333312
3109,3.10899999999977,3.33333333333312
3110,3.10999999999977,3.33333333333312
3111,3.11099999999977,3.33333333333313
3112,3.11199999999977,3.33333333333313
3113,3.11299999999977,3.33333333333313
3114,3.11399999999977,3.33333333333313
3115,3.11499999999977,3.33333333333313
3116,3.11599999999977,3.33333333333314
3117,3.11699999999977,3.33333333333314
3118,3.11799999999977,3.33333333333314
3119,3.11899999999977,3.33333333333314
3120,3.11999999999977,3.33333333333314
3121,3.12099999999977,3.33333333333315
3122,3.12199999999977,3.33333333333315
3123,3.12299999999977,3.33333333333315
3124,3.12399999999977,3.33333333333315
3125,3.12499999999977,3.33333333333315
3126,3.12599999999977,3.33333333333315
3127,3.12699999999977,3.33333333333316
3128,3.12799999999977,3.33333333333316
3129,3.12899999999977,3.33333333333316
3130,3.12999999999977,3.33333333333316
3131,3.13099999999977,3.33333333333316
3132,3.13199999999977,3.33333333333316
3133,3.13299999999977,3.33333333333317
3134,3.13399999999977,3.33333333333317
3135,3.13499999999977,3.33333333333317
3136,3.13599999999977,3.33333333333317
3137,3.13699999999977,3.33333333333317
3138,3.13799999999977,3.33333333333318
3139,3.13899999999977,3.33333333333318
3140,3.13999999999977,3.33333333333318
3141,3.14099999999977,3.33333333333318
3142,3.14199999999977,3.33333333333318
3143,3.14299999999976,3.33333333333318
3144,3.14399999999976,3.33333333333318
3145,3.14499999999976,3.33333333333319
3146,3.14599999999976,3.33333333333319
3147,3.14699999999976,3.33333333333319
3148,3.14799999999976,3.33333333333319
3149,3.14899999999976,3.33333333333319
3150,3.14999999999976,3.33333333333319
3151,3.15099999999976,3.33333333333319
3152,3.15199999999976,3.33333333333319
3153,3.15299999999976,3.3333333333332
3154,3.15399999999976,3.3333333333332
3155,3.15499999999976,3.3333333333332
3156,3.15599999999976,3.3333333333332
3157,3.15699999999976,3.3333333333332
3158,3.15799999999976,3.3333333333332
3159,3.15899999999976,3.3333333333332
3160,3.15999999999976,3.33333333333321
3161,3.16099999999976,3.33333333333321
3162,3.16199999999976,3.33333333333321
3163,3.16299999999976,3.33333333333321
3164,3.16399999999976,3.33333333333321
3165,3.16499999999976,3.33333333333321
3166,3.16599999999976,3.33333333333321
3167,3.16699999999976,3.33333333333321
3168,3.16799999999976,3.33333333333322
3169,3.16899999999976,3.33333333333322
3170,3.16999999999976,3.33333333333322
3171,3.17099999999976,3.33333333333322
3172,3.17199999999976,3.33333333333322
3173,3.17299999999976,3.33333333333322
3174,3.17399999999976,3.33333333333322
3175,3.17499999999976,3.33333333333322
3176,3.17599999999976,3.33333333333323
3177,3.17699999999976,3.33333333333323
3178,3.17799999999976,3.33333333333323
3179,3.17899999999976,3.33333333333323
3180,3.17999999999976,3.33333333333323
3181,3.18099999999976,3.33333333333323
3182,3.18199999999976,3.33333333333323
3183,3.18299999999976,3.33333333333323
3184,3.18399999999976,3.33333333333323
3185,3.18499999999976,3.33333333333323
3186,3.18599999999976,3.33333333333323
3187,3.18699999999976,3.33333333333324
3188,3.18799999999976,3.33333333333324
3189,3.18899999999976,3.33333333333324
3190,3.18999999999976,3.33333333333324
3191,3.19099999999976,3.33333333333324
3192,3.19199999999976,3.33333333333324
3193,3.19299999999976,3.33333333333324
3194,3.19399999999976,3.33333333333324
3195,3.19499999999976,3.33333333333324
3196,3.19599999999976,3.33333333333324
3197,3.19699999999976,3.33333333333324
3198,3.19799999999976,3.33333333333325
3199,3.19899999999976,3.33333333333325
3200,3.19999999999976,3.33333333333325
3201,3.20099999999976,3.33333333333325
3202,3.20199999999976,3.33333333333325
3203,3.20299999999976,3.33333333333325
3204,3.20399999999976,3.33333333333325
3205,3.20499999999976,3.33333333333325
3206,3.20599999999976,3.33333333333325
3207,3.20699999999976,3.33333333333325
3208,3.20799999999976,3.33333333333325
3209,3.20899999999976,3.33333333333325
3210,3.20999999999976,3.33333333333326
3211,3.21099999999976,3.33333333333326
3212,3.21199999999976,3.33333333333326
3213,3.21299999999976,3.33333333333326
3214,3.21399999999976,3.33333333333326
3215,3.21499999999976,3.33333333333326
3216,3.21599999999976,3.33333333333326
3217,3.21699999999976,3.33333333333326
3218,3.21799999999976,3.33333333333326
3219,3.21899999999976,3.33333333333326
3220,3.21999999999976,3.33333333333326
3221,3.22099999999976,3.33333333333327
3222,3.22199999999976,3.33333333333327
3223,3.22299999999976,3.33333333333327
3224,3.22399999999976,3.33333333333327
3225,3.22499999999976,3.33333333333327
3226,3.22599999999976,3.33333333333327
3227,3.22699999999976,3.33333333333327
3228,3.22799999999976,3.33333333333327
3229,3.22899999999976,3.33333333333327
3230,3.22999999999976,3.33333333333327
3231,3.23099999999976,3.33333333333327
3232,3.23199999999976,3.33333333333327
3233,3.23299999999976,3.33333333333327
3234,3.23399999999975,3.33333333333327
3235,3.23499999999975,3.33333333333327
3236,3.23599999999975,3.33333333333327
3237,3.23699999999975,3.33333333333327
3238,3.23799999999975,3.33333333333327
3239,3.23899999999975,3.33333333333327
3240,3.23999999999975,3.33333333333328
3241,3.24099999999975,3.33333333333328
3242,3.24199999999975,3.33333333333328
3243,3.24299999999975,3.33333333333328
3244,3.24399999999975,3.33333333333328
3245,3.24499999999975,3.33333333333328
3246,3.24599999999975,3.33333333333328
3247,3.24699999999975,3.33333333333328
3248,3.24799999999975,3.33333333333328
3249,3.24899999999975,3.33333333333328
3250,3.24999999999975,3.33333333333328
3251,3.25099999999975,3.33333333333328
3252,3.25199999999975,3.33333333333328
3253,3.25299999999975,3.33333333333328
3254,3.25399999999975,3.33333333333328
3255,3.25499999999975,3.33333333333328
3256,3.25599999999975,3.33333333333328
3257,3.25699999999975,3.33333333333328
3258,3.25799999999975,3.33333333333328
3259,3.25899999999975,3.33333333333328
3260,3.25999999999975,3.33333333333328
3261,3.26099999999975,3.33333333333328
3262,3.26199999999975,3.33333333333329
3263,3.26299999999975,3.33333333333329
3264,3.26399999999975,3.33333333333329
3265,3.26499999999975,3.33333333333329
3266,3.26599999999975,3.33333333333329
3267,3.26699999999975,3.33333333333329
3268,3.26799999999975,3.33333333333329
3269,3.26899999999975,3.33333333333329
3270,3.26999999999975,3.33333333333329
3271,3.27099999999975,3.33333333333329
3272,3.27199999999975,3.33333333333329
3273,3.27299999999975,3.33333333333329
3274,3.27399999999975,3.33333333333329
3275,3.27499999999975,3.33333333333329
3276,3.27599999999975,3.33333333333329
3277,3.27699999999975,3.33333333333329
3278,3.27799999999975,3.33333333333329
3279,3.27899999999975,3.33333333333329
3280,3.27999999999975,3.33333333333329
3281,3.28099999999975,3.33333333333329
3282,3.28199999999975,3.33333333333329
3283,3.28299999999975,3.33333333333329
3284,3.28399999999975,3.33333333333329
3285,3.28499999999975,3.3333333333333
3286,3.28599999999975,3.3333333333333
3287,3.28699999999975,3.3333333333333
3288,3.28799999999975,3.3333333333333
3289,3.28899999999975,3.3333333333333
3290,3.28999999999975,3.3333333333333
3291,3.29099999999975,3.3333333333333
3292,3.29199999999975,3.3333333333333
3293,3.29299999999975,3.3333333333333
3294,3.29399999999975,3.3333333333333
3295,3.29499999999975,3.3333333333333
3296,3.29599999999975,3.3333333333333
3297,3.29699999999975,3.3333333333333
3298,3.29799999999975,3.3333333333333
3299,3.29899999999975,3.3333333333333
3300,3.29999999999975,3.3333333333333
3301,3.30099999999975,3.3333333333333
3302,3.30199999999975,3.3333333333333
3303,3.30299999999975,3.3333333333333
3304,3.30399999999975,3.3333333333333
3305,3.30499999999975,3.3333333333333
3306,3.30599999999975,3.3333333333333
3307,3.30699999999975,3.33333333333331
3308,3.30799999999975,3.33333333333331
3309,3.30899999999975,3.33333333333331
3310,3.30999999999975,3.33333333333331
3311,3.31099999999975,3.33333333333331
3312,3.31199999999975,3.33333333333331
3313,3.31299999999975,3.33333333333331
3314,3.31399999999975,3.33333333333331
3315,3.31499999999975,3.33333333333331
3316,3.31599999999975,3.33333333333331
3317,3.31699999999975,3.33333333333331
3318,3.31799999999975,3.33333333333331
3319,3.31899999999975,3.33333333333331
3320,3.31999999999975,3.33333333333331
3321,3.32099999999975,3.33333333333331
3322,3.32199999999975,3.33333333333331
3323,3.32299999999975,3.33333333333331
3324,3.32399999999974,3.33333333333331
3325,3.32499999999974,3.33333333333331
3326,3.32599999999974,3.33333333333331
3327,3.32699999999974,3.33333333333331
3328,3.32799999999974,3.33333333333331
3329,3.32899999999974,3.33333333333331
3330,3.32999999999974,3.33333333333331
3331,3.33099999999974,3.33333333333331
3332,3.33199999999974,3.33333333333331
3333,3.33299999999974,3.33333333333331
3334,3.33399999999974,3.33333333333331
3335,3.33499999999974,3.33333333333331
3336,3.33599999999974,3.33333333333331
3337,3.33699999999974,3.33333333333331
3338,3.33799999999974,3.33333333333331
3339,3.33899999999974,3.33333333333331
3340,3.33999999999974,3.33333333333331
3341,3.34099999999974,3.33333333333331
3342,3.34199999999974,3.33333333333331
3343,3.34299999999974,3.33333333333331
3344,3.34399999999974,3.33333333333331
3345,3.34499999999974,3.33333333333331
3346,3.34599999999974,3.33333333333331
3347,3.34699999999974,3.33333333333331
3348,3.34799999999974,3.33333333333331
3349,3.34899999999974,3.33333333333331
3350,3.34999999999974,3.33333333333331
3351,3.35099999999974,3.33333333333331
3352,3.35199999999974,3.33333333333331
3353,3.35299999999974,3.33333333333331
3354,3.35399999999974,3.33333333333331
3355,3.35499999999974,3.33333333333331
3356,3.35599999999974,3.33333333333331
3357,3.35699999999974,3.33333333333331
3358,3.35799999999974,3.33333333333331
3359,3.35899999999974,3.33333333333331
3360,3.35999999999974,3.33333333333331
3361,3.36099999999974,3.33333333333331
3362,3.36199999999974,3.33333333333331
3363,3.36299999999974,3.33333333333331
3364,3.36399999999974,3.33333333333331
3365,3.36499999999974,3.33333333333331
3366,3.36599999999974,3.33333333333331
3367,3.36699999999974,3.33333333333331
3368,3.36799999999974,3.33333333333331
3369,3.36899999999974,3.33333333333331
3370,3.36999999999974,3.33333333333331
3371,3.37099999999974,3.33333333333331
3372,3.37199999999974,3.33333333333331
3373,3.37299999999974,3.33333333333331
3374,3.37399999999974,3.33333333333331
3375,3.37499999999974,3.33333333333331
3376,3.37599999999974,3.33333333333331
3377,3.37699999999974,3.33333333333331
3378,3.37799999999974,3.33333333333331
3379,3.37899999999974,3.33333333333331
3380,3.37999999999974,3.33333333333331
3381,3.38099999999974,3.33333333333331
3382,3.38199999999974,3.33333333333331
3383,3.38299999999974,3.33333333333331
3384,3.38399999999974,3.33333333333331
3385,3.38499999999974,3.33333333333331
3386,3.38599999999974,3.33333333333331
3387,3.38699999999974,3.33333333333331
3388,3.38799999999974,3.33333333333331
3389,3.38899999999974,3.33333333333331
3390,3.38999999999974,3.33333333333331
3391,3.39099999999974,3.33333333333331
3392,3.39199999999974,3.33333333333331
3393,3.39299999999974,3.33333333333331
3394,3.39399999999974,3.33333333333331
3395,3.39499999999974,3.33333333333331
3396,3.39599999999974,3.33333333333331
3397,3.39699999999974,3.33333333333331
3398,3.39799999999974,3.33333333333331
3399,3.39899999999974,3.33333333333331
3400,3.39999999999974,3.33333333333331
3401,3.40099999999974,3.33333333333331
3402,3.40199999999974,3.33333333333331
3403,3.40299999999974,3.33333333333331
3404,3.40399999999974,3.33333333333331
3405,3.40499999999974,3.33333333333331
3406,3.40599999999974,3.33333333333331
3407,3.40699999999974,3.33333333333331
3408,3.40799999999974,3.33333333333331
3409,3.40899999999974,3.33333333333331
3410,3.40999999999974,3.33333333333331
3411,3.41099999999974,3.33333333333331
3412,3.41199999999974,3.33333333333331
3413,3.41299999999974,3.33333333333331
3414,3.41399999999974,3.33333333333331
3415,3.41499999999973,3.33333333333331
3416,3.41599999999973,3.33333333333331
3417,3.41699999999973,3.33333333333331
3418,3.41799999999973,3.33333333333331
3419,3.41899999999973,3.33333333333331
3420,3.41999999999973,3.33333333333331
3421,3.42099999999973,3.33333333333331
3422,3.42199999999973,3.33333333333331
3423,3.42299999999973,3.33333333333331
3424,3.42399999999973,3.33333333333331
3425,3.42499999999973,3.33333333333331
3426,3.42599999999973,3.33333333333331
3427,3.42699999999973,3.33333333333331
3428,3.42799999999973,3.33333333333331
3429,3.42899999999973,3.33333333333331
3430,3.42999999999973,3.33333333333331
3431,3.43099999999973,3.33333333333331
3432,3.43199999999973,3.33333333333331
3433,3.43299999999973,3.33333333333331
3434,3.43399999999973,3.33333333333331
3435,3.43499999999973,3.33333333333331
3436,3.43599999999973,3.33333333333331
3437,3.43699999999973,3.33333333333331
3438,3.43799999999973,3.33333333333331
3439,3.43899999999973,3.33333333333331
3440,3.43999999999973,3.33333333333331
3441,3.44099999999973,3.33333333333331
3442,3.44199999999973,3.33333333333331
3443,3.44299999999973,3.33333333333331
3444,3.44399999999973,3.33333333333331
3445,3.44499999999973,3.33333333333331
3446,3.44599999999973,3.33333333333331
3447,3.44699999999973,3.33333333333331
3448,3.44799999999973,3.33333333333331
3449,3.44899999999973,3.33333333333331
3450,3.44999999999973,3.33333333333331
3451,3.45099999999973,3.33333333333331
3452,3.45199999999973,3.33333333333331
3453,3.45299999999973,3.33333333333331
3454,3.45399999999973,3.33333333333331
3455,3.45499999999973,3.33333333333331
3456,3.45599999999973,3.33333333333331
3457,3.45699999999973,3.33333333333331
3458,3.45799999999973,3.33333333333331
3459,3.45899999999973,3.33333333333331
3460,3.45999999999973,3.33333333333331
3461,3.46099999999973,3.33333333333331
3462,3.46199999999973,3.33333333333331
3463,3.46299999999973,3.33333333333331
3464,3.46399999999973,3.33333333333331
3465,3.46499999999973,3.33333333333331
3466,3.46599999999973,3.33333333333331
3467,3.46699999999973,3.33333333333331
3468,3.46799999999973,3.33333333333331
3469,3.46899999999973,3.33333333333331
3470,3.46999999999973,3.33333333333331
3471,3.47099999999973,3.33333333333331
3472,3.47199999999973,3.33333333333331
3473,3.47299999999973,3.33333333333331
3474,3.47399999999973,3.33333333333331
3475,3.47499999999973,3.33333333333331
3476,3.47599999999973,3.33333333333331
3477,3.47699999999973,3.33333333333331
3478,3.47799999999973,3.33333333333331
3479,3.47899999999973,3.33333333333331
3480,3.47999999999973,3.33333333333331
3481,3.48099999999973,3.33333333333331
3482,3.48199999999973,3.33333333333331
3483,3.48299999999973,3.33333333333331
3484,3.48399999999973,3.33333333333331
3485,3.48499999999973,3.33333333333331
3486,3.48599999999973,3.33333333333331
3487,3.48699999999973,3.33333333333331
3488,3.48799999999973,3.33333333333331
3489,3.48899999999973,3.33333333333331
3490,3.48999999999973,3.33333333333331
3491,3.49099999999973,3.33333333333331
3492,3.49199999999973,3.33333333333331
3493,3.49299999999973,3.33333333333331
3494,3.49399999999973,3.33333333333331
3495,3.49499999999973,3.33333333333331
3496,3.49599999999973,3.33333333333331
3497,3.49699999999973,3.33333333333331
3498,3.49799999999973,3.33333333333331
3499,3.49899999999973,3.33333333333331
3500,3.49999999999973,3.33333333333331
3501,3.50099999999973,3.33333333333331
3502,3.50199999999973,3.33333333333331
3503,3.50299999999973,3.33333333333331
3504,3.50399999999973,3.33333333333331
3505,3.50499999999973,3.33333333333331
3506,3.50599999999972,3.33333333333331
3507,3.50699999999972,3.33333333333331
3508,3.50799999999972,3.33333333333331
3509,3.50899999999972,3.33333333333331
3510,3.50999999999972,3.33333333333331
3511,3.51099999999972,3.33333333333331
3512,3.51199999999972,3.33333333333331
3513,3.51299999999972,3.33333333333331
3514,3.51399999999972,3.33333333333331
3515,3.51499999999972,3.33333333333331
3516,3.51599999999972,3.33333333333331
3517,3.51699999999972,3.33333333333331
3518,3.51799999999972,3.33333333333331
3519,3.51899999999972,3.33333333333331
3520,3.51999999999972,3.33333333333331
3521,3.52099999999972,3.33333333333331
3522,3.52199999999972,3.33333333333331
3523,3.52299999999972,3.33333333333331
3524,3.52399999999972,3.33333333333331
3525,3.52499999999972,3.33333333333331
3526,3.52599999999972,3.33333333333331
3527,3.52699999999972,3.33333333333331
3528,3.52799999999972,3.33333333333331
3529,3.52899999999972,3.33333333333331
3530,3.52999999999972,3.33333333333331
3531,3.53099999999972,3.33333333333331
3532,3.53199999999972,3.33333333333331
3533,3.53299999999972,3.33333333333331
3534,3.53399999999972,3.33333333333331
3535,3.53499999999972,3.33333333333331
3536,3.53599999999972,3.33333333333331
3537,3.53699999999972,3.33333333333331
3538,3.53799999999972,3.33333333333331
3539,3.53899999999972,3.33333333333331
3540,3.53999999999972,3.33333333333331
3541,3.54099999999972,3.33333333333331
3542,3.54199999999972,3.33333333333331
3543,3.54299999999972,3.33333333333331
3544,3.54399999999972,3.33333333333331
3545,3.54499999999972,3.33333333333331
3546,3.54599999999972,3.33333333333331
3547,3.54699999999972,3.33333333333331
3548,3.54799999999972,3.33333333333331
3549,3.54899999999972,3.33333333333331
3550,3.54999999999972,3.33333333333331
3551,3.55099999999972,3.33333333333331
3552,3.55199999999972,3.33333333333331
3553,3.55299999999972,3.33333333333331
3554,3.55399999999972,3.33333333333331
3555,3.55499999999972,3.33333333333331
3556,3.55599999999972,3.33333333333331
3557,3.55699999999972,3.33333333333331
3558,3.55799999999972,3.33333333333331
3559,3.55899999999972,3.33333333333331
3560,3.55999999999972,3.33333333333331
3561,3.56099999999972,3.33333333333331
3562,3.56199999999972,3.33333333333331
3563,3.56299999999972,3.33333333333331
3564,3.56399999999972,3.33333333333331
3565,3.56499999999972,3.33333333333331
3566,3.56599999999972,3.33333333333331
3567,3.56699999999972,3.33333333333331
3568,3.56799999999972,3.33333333333331
3569,3.56899999999972,3.33333333333331
3570,3.56999999999972,3.33333333333331
3571,3.57099999999972,3.33333333333331
3572,3.57199999999972,3.33333333333331
3573,3.57299999999972,3.33333333333331
3574,3.57399999999972,3.33333333333331
3575,3.57499999999972,3.33333333333331
3576,3.57599999999972,3.33333333333331
3577,3.57699999999972,3.33333333333331
3578,3.57799999999972,3.33333333333331
3579,3.57899999999972,3.33333333333331
3580,3.57999999999972,3.33333333333331
3581,3.58099999999972,3.33333333333331
3582,3.58199999999972,3.33333333333331
3583,3.58299999999972,3.33333333333331
3584,3.58399999999972,3.33333333333331
3585,3.58499999999972,3.33333333333331
3586,3.58599999999972,3.33333333333331
3587,3.58699999999972,3.33333333333331
3588,3.58799999999972,3.33333333333331
3589,3.58899999999972,3.33333333333331
3590,3.58999999999972,3.33333333333331
3591,3.59099999999972,3.33333333333331
3592,3.59199999999972,3.33333333333331
3593,3.59299999999972,3.33333333333331
3594,3.59399999999972,3.33333333333331
3595,3.59499999999972,3.33333333333331
3596,3.59599999999972,3.33333333333331
3597,3.59699999999971,3.33333333333331
3598,3.59799999999971,3.33333333333331
3599,3.59899999999971,3.33333333333331
3600,3.59999999999971,3.33333333333331
3601,3.60099999999971,3.33333333333331
3602,3.60199999999971,3.33333333333331
3603,3.60299999999971,3.33333333333331
3604,3.60399999999971,3.33333333333331
3605,3.60499999999971,3.33333333333331
3606,3.60599999999971,3.33333333333331
3607,3.60699999999971,3.33333333333331
3608,3.60799999999971,3.33333333333331
3609,3.60899999999971,3.33333333333331
3610,3.60999999999971,3.33333333333331
3611,3.61099999999971,3.33333333333331
3612,3.61199999999971,3.33333333333331
3613,3.61299999999971,3.33333333333331
3614,3.61399999999971,3.33333333333331
3615,3.61499999999971,3.33333333333331
3616,3.61599999999971,3.33333333333331
3617,3.61699999999971,3.33333333333331
3618,3.61799999999971,3.33333333333331
3619,3.61899999999971,3.33333333333331
3620,3.61999999999971,3.33333333333331
3621,3.62099999999971,3.33333333333331
3622,3.62199999999971,3.33333333333331
3623,3.62299999999971,3.33333333333331
3624,3.62399999999971,3.33333333333331
3625,3.62499999999971,3.33333333333331
3626,3.62599999999971,3.33333333333331
3627,3.62699999999971,3.33333333333331
3628,3.62799999999971,3.33333333333331
3629,3.62899999999971,3.33333333333331
3630,3.62999999999971,3.33333333333331
3631,3.63099999999971,3.33333333333331
3632,3.63199999999971,3.33333333333331
3633,3.63299999999971,3.33333333333331
3634,3.63399999999971,3.33333333333331
3635,3.63499999999971,3.33333333333331
3636,3.63599999999971,3.33333333333331
3637,3.63699999999971,3.33333333333331
3638,3.63799999999971,3.33333333333331
3639,3.63899999999971,3.33333333333331
3640,3.63999999999971,3.33333333333331
3641,3.64099999999971,3.33333333333331
3642,3.64199999999971,3.33333333333331
3643,3.64299999999971,3.33333333333331
3644,3.64399999999971,3.33333333333331
3645,3.64499999999971,3.33333333333331
3646,3.64599999999971,3.33333333333331
3647,3.64699999999971,3.33333333333331
3648,3.64799999999971,3.33333333333331
3649,3.64899999999971,3.33333333333331
3650,3.64999999999971,3.33333333333331
3651,3.65099999999971,3.33333333333331
3652,3.65199999999971,3.33333333333331
3653,3.65299999999971,3.33333333333331
3654,3.65399999999971,3.33333333333331
3655,3.65499999999971,3.33333333333331
3656,3.65599999999971,3.33333333333331
3657,3.65699999999971,3.33333333333331
3658,3.65799999999971,3.33333333333331
3659,3.65899999999971,3.33333333333331
3660,3.65999999999971,3.33333333333331
3661,3.66099999999971,3.33333333333331
