Simulation:,Air Resistance
Trajectory,X,Y
Angle 53,19373.8007702731,1792.30191697435
Angle 53,19388.3273149307,1760.0949126024
Angle 53,19402.8333298306,1727.83542504198
Angle 53,19417.3188211113,1695.52357933744
Angle 53,19431.7837950052,1663.15950043648
Angle 53,19446.2282578389,1630.74331318905
Angle 53,19460.6522160327,1598.27514234618
Angle 53,19475.0556761006,1565.75511255884
Angle 53,19489.4386446498,1533.1833483768
Angle 53,19503.8011283807,1500.55997424755
Angle 53,19518.1431340867,1467.88511451513
Angle 53,19532.464668654,1435.15889341905
Angle 53,19546.765739061,1402.38143509317
Angle 53,19561.0463523788,1369.55286356463
Angle 53,19575.3065157704,1336.67330275272
Angle 53,19589.5462364906,1303.74287646783
Angle 53,19603.765521886,1270.76170841035
Angle 53,19617.9643793943,1237.72992216961
Angle 53,19632.1428165446,1204.64764122283
Angle 53,19646.3008409569,1171.51498893403
Angle 53,19660.4384603419,1138.33208855299
Angle 53,19674.5556825006,1105.09906321424
Angle 53,19688.6525153245,1071.81603593598
Angle 53,19702.7289667948,1038.48312961907
Angle 53,19716.7850449825,1005.100467046
Angle 53,19730.8207580481,971.66817087987
Angle 53,19744.8361142415,938.186363663401
Angle 53,19758.8311219012,904.655167817907
Angle 53,19772.8057894548,871.07470564231
Angle 53,19786.7601254181,837.445099312148
Angle 53,19800.6941383952,803.766470878592
Angle 53,19814.6078370782,770.038942267471
Angle 53,19828.5012302469,736.262635278298
Angle 53,19842.3743267684,702.437671583314
Angle 53,19856.227135597,668.564172726526
Angle 53,19870.059665774,634.642260122761
Angle 53,19883.8719264271,600.67205505672
Angle 53,19897.6639267706,566.653678682047
Angle 53,19911.4356761048,532.587252020395
Angle 53,19925.1871838155,498.472895960507
Angle 53,19938.9184593746,464.310731257299
Angle 53,19952.6295123387,430.10087853095
Angle 53,19966.3203523498,395.843458266001
Angle 53,19979.9909891341,361.538590810461
Angle 53,19993.6414325028,327.186396374914
Angle 53,20007.2716923506,292.78699503164
Angle 53,20020.8817786565,258.340506713741
Angle 53,20034.4717014829,223.847051214269
Angle 53,20048.0414709753,189.306748185363
Angle 53,20061.5910973624,154.7197171374
Angle 53,20075.1205909554,120.086077438141
Angle 53,20088.6299621479,85.4059483118881
Angle 53,20102.1192214157,50.6794488386552
Angle 53,20115.5883793162,15.9066979533339
Angle 53,20121.7324663088,0
Angle 54,0,0
Angle 54,41.0297617510238,56.3746222753488
Angle 54,81.9450919230221,112.494016315177
Angle 54,122.746757562443,168.359508284431
Angle 54,163.435518522916,223.972411578537
Angle 54,204.012127554983,279.334026981797
Angle 54,244.47733039442,334.445642823314
Angle 54,284.831865849195,389.308535130493
Angle 54,325.076465885063,443.923967780157
Angle 54,365.211855709847,498.293192647342
Angle 54,405.238753856411,552.417449751782
Angle 54,445.157872264356,606.297967402162
Angle 54,484.969916360471,659.935962338149
Angle 54,524.67558513794,713.33263987026
Angle 54,564.275571234356,766.489194017609
Angle 54,603.770561008538,819.406807643551
Angle 54,643.161234616185,872.086652589285
Angle 54,682.448266084393,924.529889805435
Angle 54,721.632323385043,976.737669481664
Angle 54,760.714068507083,1028.71113117433
Angle 54,799.694157527739,1080.45140393225
Angle 54,838.573240682651,1131.95960642058
Angle 54,877.351962434966,1183.23684704284
Angle 54,916.030961543411,1234.2842240612
Angle 54,954.610871129353,1285.10282571488
Angle 54,993.092318742865,1335.69373033691
Angle 54,1031.47592642783,1386.05800646909
Angle 54,1069.76231078607,1436.19671297536
Angle 54,1107.95208304057,1486.11089915343
Angle 54,1146.04584909773,1535.80160484484
Angle 54,1184.04420960876,1585.26986054338
Angle 54,1221.94776003016,1634.51668750199
Angle 54,1259.75709068329,1683.5430978381
Angle 54,1297.47278681317,1732.35009463741
Angle 54,1335.09542864633,1780.93867205625
Angle 54,1372.62559144793,1829.30981542245
Angle 54,1410.06384557794,1877.46450133476
Angle 54,1447.41075654665,1925.40369776085
Angle 54,1484.6668850693,1973.12836413396
Angle 54,1521.83278711996,2020.63945144814
Angle 54,1558.90901398464,2067.93790235218
Angle 54,1595.89611231368,2115.02465124219
Angle 54,1632.79462417336,2161.90062435292
Angle 54,1669.60508709682,2208.56673984774
Angle 54,1706.32803413423,2255.02390790747
Angle 54,1742.96399390229,2301.27303081785
Angle 54,1779.51349063301,2347.31500305588
Angle 54,1815.97704422189,2393.15071137497
Angle 54,1852.35517027527,2438.78103488886
Angle 54,1888.64838015723,2484.20684515444
Angle 54,1924.85718103568,2529.42900625338
Angle 54,1960.98207592788,2574.44837487273
Angle 54,1997.02356374535,2619.26580038433
Angle 54,2032.98213933815,2663.88212492316
Angle 54,2068.8582935385,2708.29818346471
Angle 54,2104.65251320393,2752.51480390117
Angle 54,2140.36528125972,2796.53280711672
Angle 54,2175.99707674082,2840.35300706171
Angle 54,2211.54837483323,2883.97621082589
Angle 54,2247.01964691474,2927.40321871069
Angle 54,2282.41136059522,2970.63482430044
Angle 54,2317.72397975631,3013.67181453278
Angle 54,2352.95796459055,3056.51496976797
Angle 54,2388.11377164009,3099.16506385747
Angle 54,2423.19185383478,3141.62286421143
Angle 54,2458.1926605298,3183.88913186542
Angle 54,2493.11663754281,3225.96462154627
Angle 54,2527.96422719055,3267.85008173695
Angle 54,2562.73586832503,3309.54625474075
Angle 54,2597.43199636918,3351.05387674449
Angle 54,2632.05304335207,3392.37367788099
Angle 54,2666.59943794363,3433.50638229072
Angle 54,2701.07160548901,3474.45270818262
Angle 54,2735.46996804234,3515.21336789418
Angle 54,2769.79494440019,3555.78906795071
Angle 54,2804.04695013453,3596.18050912385
Angle 54,2838.22639762525,3636.3883864894
Angle 54,2872.33369609234,3676.41338948431
Angle 54,2906.36925162752,3716.25620196303
Angle 54,2940.33346722563,3755.91750225307
Angle 54,2974.22674281544,3795.39796320995
Angle 54,3008.04947529024,3834.69825227138
Angle 54,3041.80205853788,3873.81903151078
Angle 54,3075.48488347055,3912.76095769013
Angle 54,3109.09833805411,3951.52468231218
Angle 54,3142.64280733708,3990.11085167196
Angle 54,3176.11867347925,4028.52010690771
Angle 54,3209.52631577992,4066.75308405111
Angle 54,3242.8661107058,4104.81041407694
Angle 54,3276.13843191856,4142.6927229521
Angle 54,3309.34365030204,4180.40063168406
Angle 54,3342.48213398906,4217.93475636863
Angle 54,3375.55424838799,4255.29570823728
Angle 54,3408.56035620892,4292.48409370373
Angle 54,3441.50081748951,4329.50051441009
Angle 54,3474.37598962056,4366.34556727237
Angle 54,3507.18622737122,4403.01984452549
Angle 54,3539.93188291388,4439.52393376768
Angle 54,3572.61330584883,4475.85841800439
Angle 54,3605.23084322851,4512.02387569169
Angle 54,3637.78483958154,4548.02088077909
Angle 54,3670.2756369364,4583.85000275188
Angle 54,3702.7035748449,4619.51180667296
Angle 54,3735.06899040525,4655.00685322418
Angle 54,3767.37221828494,4690.33569874718
Angle 54,3799.6135907433,4725.49889528375
Angle 54,3831.79343765382,4760.49699061569
Angle 54,3863.91208652613,4795.33052830422
Angle 54,3895.96986252778,4830.00004772896
Angle 54,3927.96708850575,4864.50608412635
Angle 54,3959.90408500766,4898.84916862777
Angle 54,3991.78117030274,4933.02982829706
Angle 54,4023.5986604026,4967.0485861677
Angle 54,4055.35686908165,5000.90596127954
Angle 54,4087.0561078974,5034.60246871511
Angle 54,4118.69668621036,5068.13861963544
Angle 54,4150.27891120387,5101.51492131558
Angle 54,4181.80308790359,5134.73187717965
Angle 54,4213.26951919675,5167.78998683545
Angle 54,4244.67850585126,5200.68974610877
Angle 54,4276.03034653447,5233.43164707722
Angle 54,4307.32533783185,5266.01617810372
Angle 54,4338.5637742653,5298.44382386961
Angle 54,4369.74594831136,5330.71506540736
Angle 54,4400.87215041917,5362.83038013296
Angle 54,4431.94266902817,5394.79024187784
Angle 54,4462.95779058566,5426.59512092058
Angle 54,4493.91779956414,5458.24548401816
Angle 54,4524.82297847838,5489.74179443684
Angle 54,4555.67360790241,5521.08451198284
Angle 54,4586.4699664862,5552.27409303248
Angle 54,4617.2123309722,5583.31099056217
Angle 54,4647.90097621169,5614.19565417793
Angle 54,4678.53617518091,5644.92853014469
Angle 54,4709.11819899703,5675.51006141515
Angle 54,4739.64731693392,5705.94068765847
Angle 54,4770.12379643775,5736.22084528851
Angle 54,4800.54790314237,5766.35096749186
Angle 54,4830.91990088462,5796.33148425549
Angle 54,4861.24005171928,5826.16282239416
Angle 54,4891.50861593404,5855.84540557748
Angle 54,4921.72585206417,5885.37965435674
Angle 54,4951.89201690709,5914.76598619139
Angle 54,4982.00736553672,5944.00481547527
Angle 54,5012.07215131769,5973.09655356258
Angle 54,5042.08662591943,6002.04160879347
Angle 54,5072.05103933001,6030.84038651952
Angle 54,5101.96563986989,6059.49328912879
Angle 54,5131.8306742055,6088.00071607073
Angle 54,5161.64638736264,6116.36306388072
Angle 54,5191.41302273976,6144.58072620447
Angle 54,5221.13082212106,6172.65409382201
Angle 54,5250.80002568947,6200.58355467162
Angle 54,5280.42087203946,6228.3694938733
Angle 54,5309.99359818969,6256.0122937522
Angle 54,5339.51843959559,6283.51233386164
Angle 54,5368.99563016171,6310.86999100599
Angle 54,5398.42540225396,6338.08563926329
Angle 54,5427.80798671174,6365.1596500076
Angle 54,5457.14361285991,6392.09239193119
Angle 54,5486.43250852061,6418.88423106647
Angle 54,5515.67490002497,6445.53553080762
Angle 54,5544.87101222469,6472.04665193218
Angle 54,5574.02106850348,6498.41795262222
Angle 54,5603.12529078836,6524.64978848545
Angle 54,5632.18389956085,6550.74251257601
Angle 54,5661.19711386803,6576.69647541514
Angle 54,5690.16515133349,6602.51202501157
Angle 54,5719.08822816811,6628.18950688174
Angle 54,5747.96655918079,6653.72926406985
Angle 54,5776.80035778899,6679.13163716762
Angle 54,5805.58983602921,6704.39696433396
Angle 54,5834.33520456729,6729.52558131437
Angle 54,5863.03667270869,6754.51782146019
Angle 54,5891.69444840853,6779.37401574763
Angle 54,5920.30873828163,6804.09449279668
Angle 54,5948.87974761238,6828.67957888971
Angle 54,5977.4076803645,6853.12959799005
Angle 54,6005.89273919073,6877.44487176025
Angle 54,6034.33512544235,6901.62571958026
Angle 54,6062.73503917866,6925.67245856538
Angle 54,6091.09267917632,6949.58540358404
Angle 54,6119.40824293856,6973.36486727548
Angle 54,6147.68192670435,6997.01116006716
Angle 54,6175.91392545743,7020.52459019206
Angle 54,6204.10443293524,7043.90546370585
Angle 54,6232.25364163775,7067.1540845038
Angle 54,6260.36174283619,7090.27075433767
Angle 54,6288.42892658172,7113.25577283227
Angle 54,6316.45538171394,7136.10943750205
Angle 54,6344.44129586938,7158.83204376738
Angle 54,6372.3868554898,7181.4238849708
Angle 54,6400.29224583051,7203.88525239301
Angle 54,6428.15765096849,7226.21643526884
Angle 54,6455.9832538105,7248.41772080293
Angle 54,6483.76923610107,7270.48939418543
Angle 54,6511.5157784304,7292.43173860738
Angle 54,6539.22306024215,7314.24503527611
Angle 54,6566.89125984119,7335.92956343041
Angle 54,6594.52055440125,7357.4856003556
Angle 54,6622.11111997246,7378.91342139844
Angle 54,6649.6631314888,7400.21329998192
Angle 54,6677.17676277554,7421.38550761997
Angle 54,6704.65218655652,7442.43031393193
Angle 54,6732.08957446136,7463.34798665699
Angle 54,6759.48909703264,7484.13879166848
Angle 54,6786.85092373294,7504.80299298802
Angle 54,6814.17522295184,7525.34085279955
Angle 54,6841.46216201281,7545.75263146324
Angle 54,6868.7119071801,7566.03858752931
Angle 54,6895.92462366541,7586.1989777517
Angle 54,6923.10047563464,7606.23405710162
Angle 54,6950.23962621449,7626.14407878102
Angle 54,6977.34223749895,7645.92929423592
Angle 54,7004.40847055582,7665.58995316963
Angle 54,7031.43848543305,7685.12630355588
Angle 54,7058.43244116508,7704.53859165181
Angle 54,7085.39049577911,7723.82706201087
Angle 54,7112.31280630121,7742.99195749567
Angle 54,7139.19952876252,7762.03351929058
Angle 54,7166.05081820521,7780.95198691439
Angle 54,7192.8668286885,7799.74759823279
Angle 54,7219.64771329455,7818.42058947073
Angle 54,7246.39362413431,7836.97119522473
Angle 54,7273.10471235329,7855.39964847506
Angle 54,7299.78112813726,7873.70618059787
Angle 54,7326.42302071791,7891.89102137715
Angle 54,7353.03053837844,7909.95439901666
Angle 54,7379.60382845906,7927.89654015176
Angle 54,7406.14303736248,7945.71766986111
Angle 54,7432.64831055926,7963.41801167834
Angle 54,7459.1197925932,7980.99778760355
Angle 54,7485.55762708659,7998.45721811483
Angle 54,7511.96195674543,8015.79652217962
Angle 54,7538.33292336459,8033.01591726595
Angle 54,7564.67066783293,8050.11561935373
Angle 54,7590.97533013833,8067.09584294583
Angle 54,7617.24704937264,8083.95680107912
Angle 54,7643.48596373671,8100.69870533547
Angle 54,7669.69221054515,8117.3217658526
Angle 54,7695.86592623126,8133.82619133491
Angle 54,7722.0072463517,8150.2121890642
Angle 54,7748.11630559128,8166.47996491036
Angle 54,7774.19323776759,8182.62972334191
Angle 54,7800.23817583558,8198.66166743651
Angle 54,7826.25125189218,8214.57599889146
Angle 54,7852.23259718075,8230.37291803397
Angle 54,7878.18234209556,8246.05262383153
Angle 54,7904.10061618619,8261.61531390212
Angle 54,7929.98754816188,8277.06118452435
Angle 54,7955.84326589584,8292.39043064755
Angle 54,7981.6678964295,8307.60324590182
Angle 54,8007.46156597674,8322.69982260798
Angle 54,8033.22439992803,8337.68035178744
Angle 54,8058.95652285452,8352.54502317208
Angle 54,8084.65805851219,8367.29402521396
Angle 54,8110.32912984579,8381.92754509509
Angle 54,8135.96985899286,8396.44576873704
Angle 54,8161.58036728763,8410.84888081052
Angle 54,8187.16077526495,8425.13706474496
Angle 54,8212.71120266412,8439.31050273791
Angle 54,8238.23176843267,8453.36937576451
Angle 54,8263.72259073013,8467.31386358684
Angle 54,8289.18378693178,8481.1441447632
Angle 54,8314.61547363225,8494.86039665738
Angle 54,8340.01776664924,8508.46279544785
Angle 54,8365.39078102705,8521.9515161369
Angle 54,8390.73463104017,8535.32673255974
Angle 54,8416.04943019676,8548.58861739354
Angle 54,8441.33529124217,8561.7373421664
Angle 54,8466.59232616232,8574.77307726631
Angle 54,8491.82064618713,8587.69599195004
Angle 54,8517.02036179391,8600.50625435199
Angle 54,8542.1915827106,8613.20403149297
Angle 54,8567.33441791914,8625.78948928895
Angle 54,8592.44897565866,8638.2627925598
Angle 54,8617.53536342874,8650.62410503792
Angle 54,8642.59368799255,8662.87358937684
Angle 54,8667.62405538,8675.01140715985
Angle 54,8692.6265708909,8687.03771890847
Angle 54,8717.60133909794,8698.95268409098
Angle 54,8742.54846384984,8710.75646113084
Angle 54,8767.46804827427,8722.44920741512
Angle 54,8792.36019478089,8734.03107930287
Angle 54,8817.22500506424,8745.50223213339
Angle 54,8842.06258010672,8756.8628202346
Angle 54,8866.8730201814,8768.11299693126
Angle 54,8891.65642485494,8779.25291455314
Angle 54,8916.41289299034,8790.28272444326
Angle 54,8941.14252274982,8801.20257696602
Angle 54,8965.8454115975,8812.01262151526
Angle 54,8990.52165630217,8822.71300652239
Angle 54,9015.17135294003,8833.30387946439
Angle 54,9039.79459689729,8843.78538687183
Angle 54,9064.3914828729,8854.15767433683
Angle 54,9088.96210488112,8864.42088652099
Angle 54,9113.50655625415,8874.57516716334
Angle 54,9138.02492964469,8884.62065908816
Angle 54,9162.51731702847,8894.55750421284
Angle 54,9186.98380970681,8904.38584355573
Angle 54,9211.42449830908,8914.10581724387
Angle 54,9235.83947279519,8923.71756452078
Angle 54,9260.22882245805,8933.22122375417
Angle 54,9284.59263592597,8942.61693244365
Angle 54,9308.93100116507,8951.90482722837
Angle 54,9333.24400548168,8961.08504389473
Angle 54,9357.53173552468,8970.15771738392
Angle 54,9381.79427728784,8979.12298179953
Angle 54,9406.03171611214,8987.98097041517
Angle 54,9430.24413668808,8996.73181568192
Angle 54,9454.43162305791,9005.37564923591
Angle 54,9478.59425861794,9013.91260190578
Angle 54,9502.73212612076,9022.34280372016
Angle 54,9526.84530767743,9030.66638391508
Angle 54,9550.93388475971,9038.88347094144
Angle 54,9574.99793820226,9046.99419247234
Angle 54,9599.03754820475,9054.99867541052
Angle 54,9623.05279433403,9062.89704589566
Angle 54,9647.04375552632,9070.68942931173
Angle 54,9671.01051008921,9078.37595029427
Angle 54,9694.95313570387,9085.95673273774
Angle 54,9718.87170942706,9093.43189980269
Angle 54,9742.76630769325,9100.8015739231
Angle 54,9766.63700631664,9108.06587681353
Angle 54,9790.48388049322,9115.22492947637
Angle 54,9814.30700480279,9122.27885220899
Angle 54,9838.10645321097,9129.22776461095
Angle 54,9861.88229907124,9136.07178559109
Angle 54,9885.63461512686,9142.8110333747
Angle 54,9909.36347351293,9149.44562551062
Angle 54,9933.06894575828,9155.97567887831
Angle 54,9956.7511027875,9162.40130969495
Angle 54,9980.41001492281,9168.72263352248
Angle 54,10004.0457518861,9174.93976527463
Angle 54,10027.6583828007,9181.05281922396
Angle 54,10051.2479761935,9187.06190900884
Angle 54,10074.8145999966,9192.96714764046
Angle 54,10098.3583215495,9198.76864750976
Angle 54,10121.8792076009,9204.46652039442
Angle 54,10145.3773243103,9210.06087746579
Angle 54,10168.8527372504,9215.55182929579
Angle 54,10192.3055114085,9220.9394858638
Angle 54,10215.7357111885,9226.22395656361
Angle 54,10239.1434004131,9231.40535021022
Angle 54,10262.5286423251,9236.48377504672
Angle 54,10285.8914995896,9241.45933875113
Angle 54,10309.2320342959,9246.33214844325
Angle 54,10332.5503079589,9251.1023106914
Angle 54,10355.8463815215,9255.76993151928
Angle 54,10379.1203153562,9260.3351164127
Angle 54,10402.3721692666,9264.79797032637
Angle 54,10425.60200249,9269.15859769061
Angle 54,10448.8098736983,9273.41710241812
Angle 54,10471.9958410006,9277.57358791067
Angle 54,10495.1599619446,9281.6281570658
Angle 54,10518.3022935185,9285.5809122835
Angle 54,10541.4228921529,9289.43195547289
Angle 54,10564.5218137226,9293.18138805886
Angle 54,10587.5991135483,9296.82931098871
Angle 54,10610.6548463986,9300.37582473878
Angle 54,10633.6890664918,9303.82102932103
Angle 54,10656.7018274974,9307.16502428965
Angle 54,10679.6931825385,9310.40790874765
Angle 54,10702.6631841931,9313.54978135337
Angle 54,10725.6118844963,9316.59074032706
Angle 54,10748.5393349419,9319.5308834574
Angle 54,10771.4455864843,9322.370308108
Angle 54,10794.3306895404,9325.10911122388
Angle 54,10817.1946939913,9327.74738933801
Angle 54,10840.0376491843,9330.28523857768
Angle 54,10862.8596039348,9332.72275467101
Angle 54,10885.6606065277,9335.06003295335
Angle 54,10908.44070472,9337.29716837371
Angle 54,10931.1999457421,9339.43425550113
Angle 54,10953.9383762997,9341.47138853106
Angle 54,10976.656042576,9343.40866129174
Angle 54,10999.3529902333,9345.24616725051
Angle 54,11022.029264415,9346.98399952014
Angle 54,11044.6849097475,9348.62225086517
Angle 54,11067.319970342,9350.16101370814
Angle 54,11089.9344897965,9351.60038013589
Angle 54,11112.5285111978,9352.94044190583
Angle 54,11135.1020771232,9354.18129045211
Angle 54,11157.6552296426,9355.32301689189
Angle 54,11180.1880103203,9356.36571203149
Angle 54,11202.7004602172,9357.30946637258
Angle 54,11225.1926198925,9358.15437011834
Angle 54,11247.6645294056,9358.90051317957
Angle 54,11270.1162283186,9359.54798518083
Angle 54,11292.5477556975,9360.09687546649
Angle 54,11314.9591501149,9360.54727310683
Angle 54,11337.3504496516,9360.89926690407
Angle 54,11359.7216918986,9361.15294539842
Angle 54,11382.0729139595,9361.30839687405
Angle 54,11404.4041524519,9361.36570936511
Angle 54,11426.7154435101,9361.32497066164
Angle 54,11449.0068227868,9361.18626831555
Angle 54,11471.2783254551,9360.94968964652
Angle 54,11493.5299862109,9360.61532174788
Angle 54,11515.7618392744,9360.18325149248
Angle 54,11537.973918393,9359.65356553853
Angle 54,11560.1662568427,9359.02635033543
Angle 54,11582.3388874305,9358.30169212954
Angle 54,11604.4918424967,9357.47967696995
Angle 54,11626.6251539166,9356.56039071425
Angle 54,11648.7388531031,9355.54391903421
Angle 54,11670.8329710085,9354.43034742147
Angle 54,11692.907538127,9353.21976119323
Angle 54,11714.9625844966,9351.91224549787
Angle 54,11736.9981397014,9350.50788532054
Angle 54,11759.0142328738,9349.00676548878
Angle 54,11781.010892697,9347.40897067803
Angle 54,11802.9881474067,9345.71458541718
Angle 54,11824.9460247936,9343.92369409406
Angle 54,11846.8845522058,9342.03638096091
Angle 54,11868.803756551,9340.0527301398
Angle 54,11890.7036642984,9337.97282562805
Angle 54,11912.5843014816,9335.79675130363
Angle 54,11934.4456937005,9333.52459093044
Angle 54,11956.2878661238,9331.15642816371
Angle 54,11978.110843491,9328.69234655522
Angle 54,11999.9146501151,9326.13242955857
Angle 54,12021.6993098851,9323.47676053441
Angle 54,12043.4648462675,9320.72542275565
Angle 54,12065.2112823099,9317.87849941255
Angle 54,12086.9386406422,9314.93607361793
Angle 54,12108.6469434799,9311.89822841217
Angle 54,12130.3362126258,9308.76504676834
Angle 54,12152.0064694732,9305.53661159719
Angle 54,12173.6577350073,9302.21300575214
Angle 54,12195.2900298088,9298.79431203424
Angle 54,12216.9033740554,9295.28061319707
Angle 54,12238.4977875247,9291.67199195166
Angle 54,12260.0732895966,9287.96853097132
Angle 54,12281.6298992558,9284.17031289642
Angle 54,12303.1676350943,9280.27742033922
Angle 54,12324.6865153137,9276.28993588859
Angle 54,12346.1865577282,9272.20794211469
Angle 54,12367.6677797666,9268.03152157366
Angle 54,12389.1301984748,9263.76075681226
Angle 54,12410.5738305191,9259.39573037242
Angle 54,12431.9986921878,9254.93652479582
Angle 54,12453.4047993944,9250.38322262843
Angle 54,12474.7921676798,9245.73590642492
Angle 54,12496.1608122152,9240.99465875316
Angle 54,12517.5107478045,9236.15956219859
Angle 54,12538.8419888867,9231.23069936857
Angle 54,12560.1545495389,9226.20815289672
Angle 54,12581.4484434788,9221.09200544721
Angle 54,12602.7236840671,9215.88233971896
Angle 54,12623.9802843103,9210.57923844987
Angle 54,12645.2182568634,9205.18278442098
Angle 54,12666.4376140324,9199.69306046058
Angle 54,12687.6383677769,9194.11014944828
Angle 54,12708.8205297131,9188.43413431908
Angle 54,12729.9841111159,9182.66509806731
Angle 54,12751.1291229223,9176.80312375063
Angle 54,12772.2555757332,9170.84829449395
Angle 54,12793.363479817,9164.80069349326
Angle 54,12814.4528451114,9158.66040401947
Angle 54,12835.523681227,9152.42750942224
Angle 54,12856.5759974491,9146.10209313365
Angle 54,12877.6098027411,9139.68423867198
Angle 54,12898.6251057469,9133.17402964531
Angle 54,12919.6219147934,9126.57154975517
Angle 54,12940.6002378937,9119.8768828001
Angle 54,12961.5600827497,9113.09011267918
Angle 54,12982.5014567544,9106.21132339555
Angle 54,13003.4243669951,9099.24059905979
Angle 54,13024.328820256,9092.17802389339
Angle 54,13045.2148230207,9085.02368223207
Angle 54,13066.0823814755,9077.7776585291
Angle 54,13086.9315015113,9070.44003735859
Angle 54,13107.7621887273,9063.01090341869
Angle 54,13128.5744484328,9055.4903415348
Angle 54,13149.3682856507,9047.87843666269
Angle 54,13170.1437051198,9040.17527389162
Angle 54,13190.9007112979,9032.38093844737
Angle 54,13211.639308364,9024.49551569527
Angle 54,13232.3595002216,9016.51909114317
Angle 54,13253.0612905012,9008.45175044431
Angle 54,13273.7446825631,9000.29357940028
Angle 54,13294.4096795001,8992.04466396381
Angle 54,13315.0562841402,8983.70509024154
Angle 54,13335.6844990495,8975.27494449681
Angle 54,13356.2943265348,8966.75431315235
Angle 54,13376.8857686466,8958.14328279294
Angle 54,13397.4588271814,8949.441940168
Angle 54,13418.0135036848,8940.65037219422
Angle 54,13438.5497994542,8931.76866595802
Angle 54,13459.0677155412,8922.79690871812
Angle 54,13479.567252755,8913.73518790787
Angle 54,13500.0484116644,8904.58359113778
Angle 54,13520.5111926009,8895.34220619777
Angle 54,13540.9555956616,8886.01112105952
Angle 54,13561.3816207114,8876.59042387876
Angle 54,13581.7892673863,8867.08020299748
Angle 54,13602.1785350955,8857.4805469461
Angle 54,13622.5494230248,8847.79154444563
Angle 54,13642.9019301386,8838.01328440976
Angle 54,13663.2360551833,8828.14585594691
Angle 54,13683.5517966892,8818.18934836227
Angle 54,13703.849152974,8808.14385115974
Angle 54,13724.1281221449,8798.00945404387
Angle 54,13744.3887021015,8787.78624692175
Angle 54,13764.6308905385,8777.47431990486
Angle 54,13784.8546849484,8767.07376331086
Angle 54,13805.0600826238,8756.58466766536
Angle 54,13825.2470806607,8746.00712370365
Angle 54,13845.4156759604,8735.34122237234
Angle 54,13865.5658652327,8724.58705483107
Angle 54,13885.6976449983,8713.74471245402
Angle 54,13905.8110115916,8702.81428683155
Angle 54,13925.905961163,8691.79586977166
Angle 54,13945.9824896817,8680.68955330147
Angle 54,13966.0405929384,8669.49542966871
Angle 54,13986.0802665477,8658.21359134304
Angle 54,14006.1015059507,8646.84413101746
Angle 54,14026.1043064178,8635.38714160961
Angle 54,14046.088663051,8623.84271626303
Angle 54,14066.0545707865,8612.21094834845
Angle 54,14086.0020243974,8600.49193146494
Angle 54,14105.9310184962,8588.68575944107
Angle 54,14125.8415475371,8576.79252633608
Angle 54,14145.7336058187,8564.81232644092
Angle 54,14165.6071874868,8552.74525427932
Angle 54,14185.4622865362,8540.5914046088
Angle 54,14205.2988968138,8528.35087242162
Angle 54,14225.1170120209,8516.02375294573
Angle 54,14244.9166257156,8503.61014164569
Angle 54,14264.6977313151,8491.11013422348
Angle 54,14284.4603220987,8478.52382661937
Angle 54,14304.2043912095,8465.8513150127
Angle 54,14323.9299316575,8453.0926958226
Angle 54,14343.6369363215,8440.24806570877
Angle 54,14363.325397952,8427.31752157208
Angle 54,14382.9953091729,8414.30116055531
Angle 54,14402.6466624846,8401.19908004367
Angle 54,14422.279450266,8388.01137766545
Angle 54,14441.8936647769,8374.73815129252
Angle 54,14461.4892981602,8361.37949904085
Angle 54,14481.0663424446,8347.935519271
Angle 54,14500.6247895467,8334.40631058855
Angle 54,14520.1646312732,8320.79197184449
Angle 54,14539.6858593233,8307.09260213562
Angle 54,14559.1884652911,8293.30830080491
Angle 54,14578.6724406677,8279.43916744176
Angle 54,14598.1377768437,8265.48530188231
Angle 54,14617.5844651109,8251.44680420969
Angle 54,14637.0124966652,8237.32377475422
Angle 54,14656.4218626085,8223.11631409362
Angle 54,14675.8125539507,8208.82452305311
Angle 54,14695.1845616125,8194.44850270559
Angle 54,14714.5378764269,8179.98835437171
Angle 54,14733.8724891418,8165.44417961992
Angle 54,14753.188390422,8150.81608026651
Angle 54,14772.4855708513,8136.10415837563
Angle 54,14791.7640209347,8121.30851625924
Angle 54,14811.0237311007,8106.42925647705
Angle 54,14830.264691703,8091.46648183645
Angle 54,14849.4868930229,8076.42029539242
Angle 54,14868.6903252712,8061.29080044733
Angle 54,14887.8749785904,8046.07810055082
Angle 54,14907.0408430566,8030.7822994996
Angle 54,14926.1879086817,8015.4035013372
Angle 54,14945.3161654153,7999.94181035374
Angle 54,14964.4256031467,7984.39733108564
Angle 54,14983.5162117069,7968.77016831535
Angle 54,15002.5879808706,7953.06042707096
Angle 54,15021.6409003583,7937.26821262592
Angle 54,15040.6749598381,7921.39363049858
Angle 54,15059.6901489274,7905.43678645186
Angle 54,15078.6864571953,7889.39778649276
Angle 54,15097.6638741643,7873.27673687194
Angle 54,15116.6223893121,7857.07374408323
Angle 54,15135.5619920734,7840.78891486311
Angle 54,15154.4826718423,7824.42235619022
Angle 54,15173.3844179735,7807.97417528478
Angle 54,15192.2672197843,7791.444479608
Angle 54,15211.1310665569,7774.83337686154
Angle 54,15229.9759475394,7758.14097498684
Angle 54,15248.8018519485,7741.36738216449
Angle 54,15267.6087689705,7724.51270681357
Angle 54,15286.3966877634,7707.57705759098
Angle 54,15305.1655974589,7690.56054339069
