Simulation:,Air Resistance
Trajectory,X,Y
Angle 46,15229.1570523858,7038.90234493348
Angle 46,15252.9019123709,7028.44041756031
Angle 46,15276.6221276108,7017.89134860177
Angle 46,15300.3177115988,7007.25523387661
Angle 46,15323.9886775717,6996.53216931311
Angle 46,15347.6350385121,6985.72225095093
Angle 46,15371.2568071512,6974.8255749431
Angle 46,15394.8539959717,6963.84223755788
Angle 46,15418.4266172102,6952.77233518064
Angle 46,15441.9746828599,6941.61596431564
Angle 46,15465.4982046734,6930.37322158785
Angle 46,15488.9971941654,6919.04420374472
Angle 46,15512.4716626151,6907.62900765785
Angle 46,15535.9216210689,6896.12773032471
Angle 46,15559.3470803432,6884.54046887031
Angle 46,15582.7480510271,6872.86732054879
Angle 46,15606.1245434845,6861.10838274502
Angle 46,15629.4765678573,6849.26375297617
Angle 46,15652.8041340676,6837.33352889322
Angle 46,15676.1072518205,6825.31780828243
Angle 46,15699.3859306067,6813.21668906686
Angle 46,15722.6401797048,6801.03026930774
Angle 46,15745.8700081843,6788.75864720588
Angle 46,15769.0754249076,6776.40192110305
Angle 46,15792.2564385333,6763.96018948327
Angle 46,15815.4130575179,6751.43355097417
Angle 46,15838.545290119,6738.82210434819
Angle 46,15861.6531443974,6726.12594852388
Angle 46,15884.7366282198,6713.34518256704
Angle 46,15907.7957492613,6700.47990569196
Angle 46,15930.8305150079,6687.53021726252
Angle 46,15953.8409327589,6674.4962167933
Angle 46,15976.8270096293,6661.37800395068
Angle 46,15999.7887525527,6648.17567855389
Angle 46,16022.7261682831,6634.88934057603
Angle 46,16045.6392633978,6621.51909014503
Angle 46,16068.5280442999,6608.06502754468
Angle 46,16091.3925172202,6594.52725321548
Angle 46,16114.2326882202,6580.90586775559
Angle 46,16137.0485631942,6567.2009719217
Angle 46,16159.8401478717,6553.41266662986
Angle 46,16182.6074478199,6539.54105295629
Angle 46,16205.350468446,6525.58623213817
Angle 46,16228.0692149994,6511.54830557441
Angle 46,16250.7636925744,6497.42737482635
Angle 46,16273.4339061123,6483.2235416185
Angle 46,16296.0798604038,6468.93690783915
Angle 46,16318.7015600913,6454.56757554108
Angle 46,16341.299009671,6440.11564694212
Angle 46,16363.8722134958,6425.58122442576
Angle 46,16386.4211757769,6410.96441054174
Angle 46,16408.9459005864,6396.26530800651
Angle 46,16431.4463918594,6381.48401970382
Angle 46,16453.9226533968,6366.62064868514
Angle 46,16476.3746888665,6351.67529817012
Angle 46,16498.8025018068,6336.64807154705
Angle 46,16521.2060956276,6321.53907237321
Angle 46,16543.5854736134,6306.3484043753
Angle 46,16565.9406389249,6291.07617144974
Angle 46,16588.2715946015,6275.72247766301
Angle 46,16610.5783435635,6260.28742725196
Angle 46,16632.860888614,6244.77112462404
Angle 46,16655.1192324412,6229.17367435762
Angle 46,16677.3533776206,6213.49518120212
Angle 46,16699.5633266171,6197.73575007828
Angle 46,16721.7490817868,6181.89548607831
Angle 46,16743.9106453797,6165.97449446603
Angle 46,16766.0480195412,6149.97288067699
Angle 46,16788.1612063144,6133.89075031858
Angle 46,16810.2502076422,6117.72820917012
Angle 46,16832.3150253694,6101.4853631829
Angle 46,16854.3556612446,6085.16231848021
Angle 46,16876.3721169222,6068.75918135733
Angle 46,16898.3643939645,6052.27605828155
Angle 46,16920.3324938438,6035.71305589213
Angle 46,16942.2764179441,6019.07028100019
Angle 46,16964.1961675632,6002.3478405887
Angle 46,16986.091743915,5985.54584181231
Angle 46,17007.9631481307,5968.66439199727
Angle 46,17029.8103812615,5951.70359864126
Angle 46,17051.6334442802,5934.66356941324
Angle 46,17073.4323380828,5917.54441215321
Angle 46,17095.207063491,5900.34623487209
Angle 46,17116.9576212538,5883.06914575139
Angle 46,17138.6840120491,5865.71325314302
Angle 46,17160.386236486,5848.27866556901
Angle 46,17182.0642951064,5830.7654917212
Angle 46,17203.7181883871,5813.17384046094
Angle 46,17225.3479167411,5795.50382081875
Angle 46,17246.9534805198,5777.75554199399
Angle 46,17268.534880015,5759.92911335446
Angle 46,17290.0921154601,5742.02464443603
Angle 46,17311.6251870322,5724.04224494223
Angle 46,17333.134094854,5705.98202474382
Angle 46,17354.6188389952,5687.84409387835
Angle 46,17376.0794194745,5669.62856254969
Angle 46,17397.5158362612,5651.33554112757
Angle 46,17418.9280892769,5632.96514014703
Angle 46,17440.3161783973,5614.51747030797
Angle 46,17461.6801034537,5595.99264247456
Angle 46,17483.0198642348,5577.39076767474
Angle 46,17504.3354604884,5558.71195709961
Angle 46,17525.6268919228,5539.95632210287
Angle 46,17546.8941582088,5521.1239742002
Angle 46,17568.1372589809,5502.21502506866
Angle 46,17589.3561938394,5483.22958654606
Angle 46,17610.5509623513,5464.16777063029
Angle 46,17631.7215640526,5445.02968947869
Angle 46,17652.8679984495,5425.8154554073
Angle 46,17673.9902650198,5406.52518089027
Angle 46,17695.088363215,5387.15897855905
Angle 46,17716.1622924611,5367.71696120171
Angle 46,17737.2120521606,5348.19924176222
Angle 46,17758.2376416941,5328.60593333965
Angle 46,17779.2390604213,5308.93714918742
Angle 46,17800.2163076828,5289.19300271251
Angle 46,17821.1693828016,5269.37360747471
Angle 46,17842.0982850844,5249.47907718572
Angle 46,17863.0030138232,5229.50952570841
Angle 46,17883.8835682966,5209.46506705592
Angle 46,17904.739947771,5189.34581539087
Angle 46,17925.5721515027,5169.15188502444
Angle 46,17946.3801787384,5148.88339041552
Angle 46,17967.1640287173,5128.54044616981
Angle 46,17987.9237006721,5108.12316703894
Angle 46,18008.6591938304,5087.63166791953
Angle 46,18029.3705074161,5067.06606385228
Angle 46,18050.0576406508,5046.42647002103
Angle 46,18070.7205927547,5025.71300175181
Angle 46,18091.3593629485,5004.92577451186
Angle 46,18111.9739504544,4984.0649039087
Angle 46,18132.5643544973,4963.1305056891
Angle 46,18153.1305743062,4942.12269573813
Angle 46,18173.6726091154,4921.04159007812
Angle 46,18194.1904581656,4899.88730486765
Angle 46,18214.6841207056,4878.65995640055
Angle 46,18235.153595993,4857.35966110483
Angle 46,18255.5988832956,4835.98653554166
Angle 46,18276.0199818927,4814.5406964043
Angle 46,18296.4168910761,4793.02226051704
Angle 46,18316.7896101514,4771.43134483412
Angle 46,18337.1381384391,4749.76806643864
Angle 46,18357.4624752758,4728.03254254149
Angle 46,18377.7626200153,4706.22489048023
Angle 46,18398.0385720297,4684.34522771797
Angle 46,18418.2903307105,4662.39367184226
Angle 46,18438.5178954699,4640.37034056398
Angle 46,18458.7212657416,4618.27535171615
Angle 46,18478.900440982,4596.10882325286
Angle 46,18499.0554206713,4573.87087324804
Angle 46,18519.1862043147,4551.56161989435
Angle 46,18539.2927914429,4529.181181502
Angle 46,18559.375181614,4506.72967649756
Angle 46,18579.4333744135,4484.20722342279
Angle 46,18599.4673694564,4461.61394093345
Angle 46,18619.4771663871,4438.94994779807
Angle 46,18639.4627648813,4416.21536289681
Angle 46,18659.4241646466,4393.41030522017
Angle 46,18679.3613654231,4370.53489386785
Angle 46,18699.2743669853,4347.58924804747
Angle 46,18719.1631691419,4324.57348707333
Angle 46,18739.0277717378,4301.48773036525
Angle 46,18758.8681746542,4278.33209744722
Angle 46,18778.6843778099,4255.10670794625
Angle 46,18798.4763811623,4231.81168159105
Angle 46,18818.244184708,4208.44713821079
Angle 46,18837.9877884837,4185.01319773385
Angle 46,18857.7071925675,4161.50998018651
Angle 46,18877.4023970792,4137.93760569171
Angle 46,18897.0734021814,4114.29619446777
Angle 46,18916.7202080803,4090.58586682707
Angle 46,18936.3428150268,4066.80674317479
Angle 46,18955.9412233168,4042.9589440076
Angle 46,18975.5154332924,4019.04258991237
Angle 46,18995.0654453425,3995.05780156486
Angle 46,19014.5912599038,3971.00469972839
Angle 46,19034.0928774612,3946.88340525259
Angle 46,19053.5702985491,3922.69403907202
Angle 46,19073.0235237517,3898.43672220487
Angle 46,19092.4525537037,3874.11157575164
Angle 46,19111.8573890918,3849.71872089383
Angle 46,19131.2380306542,3825.25827889258
Angle 46,19150.5944791825,3800.73037108735
Angle 46,19169.9267355217,3776.13511889457
Angle 46,19189.234800571,3751.47264380634
Angle 46,19208.5186752848,3726.74306738902
Angle 46,19227.778360673,3701.94651128195
Angle 46,19247.0138578018,3677.08309719608
Angle 46,19266.2251677945,3652.15294691258
Angle 46,19285.4122918319,3627.15618228156
Angle 46,19304.5752311533,3602.09292522064
Angle 46,19323.7139870566,3576.96329771364
Angle 46,19342.8285608995,3551.76742180922
Angle 46,19361.9189540997,3526.50541961949
Angle 46,19380.9851681356,3501.17741331866
Angle 46,19400.0272045471,3475.78352514169
Angle 46,19419.0450649359,3450.32387738288
Angle 46,19438.0387509663,3424.79859239457
Angle 46,19457.0082643655,3399.2077925857
Angle 46,19475.9536069245,3373.55160042048
Angle 46,19494.8747804984,3347.830138417
Angle 46,19513.771787007,3322.04352914589
Angle 46,19532.6446284355,3296.19189522887
Angle 46,19551.4933068345,3270.27535933748
Angle 46,19570.3178243214,3244.29404419161
Angle 46,19589.11818308,3218.24807255816
Angle 46,19607.8943853615,3192.13756724968
Angle 46,19626.646433485,3165.96265112298
Angle 46,19645.3743298378,3139.72344707773
Angle 46,19664.0780768758,3113.4200780551
Angle 46,19682.7576771243,3087.0526670364
Angle 46,19701.4131331782,3060.62133704166
Angle 46,19720.0444477024,3034.12621112829
Angle 46,19738.6516234326,3007.56741238968
Angle 46,19757.2346631751,2980.94506395381
Angle 46,19775.7935698079,2954.25928898192
Angle 46,19794.3283462807,2927.51021066707
Angle 46,19812.8389956156,2900.69795223281
Angle 46,19831.3255209071,2873.8226369318
Angle 46,19849.7879253227,2846.88438804439
Angle 46,19868.2262121037,2819.88332887729
Angle 46,19886.6403845646,2792.8195827622
Angle 46,19905.0304460946,2765.69327305439
Angle 46,19923.3964001571,2738.50452313137
Angle 46,19941.7382502903,2711.2534563915
Angle 46,19960.056000108,2683.94019625263
Angle 46,19978.3496532991,2656.56486615073
Angle 46,19996.6192136288,2629.1275895385
Angle 46,20014.8646849382,2601.62848988403
Angle 46,20033.0860711451,2574.06769066944
Angle 46,20051.283376244,2546.44531538948
Angle 46,20069.4566043068,2518.76148755021
Angle 46,20087.6057594826,2491.01633066761
Angle 46,20105.7308459984,2463.20996826625
Angle 46,20123.831868159,2435.3425238779
Angle 46,20141.9088303477,2407.4141210402
Angle 46,20159.9617370263,2379.4248832953
Angle 46,20177.9905927353,2351.37493418853
Angle 46,20195.9954020945,2323.264397267
Angle 46,20213.9761698028,2295.09339607832
Angle 46,20231.9329006388,2266.86205416919
Angle 46,20249.865599461,2238.57049508413
Angle 46,20267.7742712075,2210.21884236407
Angle 46,20285.6589208972,2181.80721954507
Angle 46,20303.5195536291,2153.33575015696
Angle 46,20321.356174583,2124.804557722
Angle 46,20339.1687890196,2096.21376575358
Angle 46,20356.9574022805,2067.56349775487
Angle 46,20374.7220197888,2038.85387721751
Angle 46,20392.462647049,2010.08502762029
Angle 46,20410.179289647,1981.25707242782
Angle 46,20427.8719532507,1952.37013508922
Angle 46,20445.54064361,1923.42433903683
Angle 46,20463.1853665569,1894.41980768488
Angle 46,20480.8061280054,1865.35666442818
Angle 46,20498.4029339523,1836.23503264085
Angle 46,20515.9757904767,1807.05503567499
Angle 46,20533.5247037406,1777.81679685938
Angle 46,20551.0496799887,1748.52043949824
Angle 46,20568.5507255486,1719.16608686988
Angle 46,20586.0278468311,1689.75386222544
Angle 46,20603.4810503302,1660.28388878764
Angle 46,20620.910342623,1630.75628974944
Angle 46,20638.3157303702,1601.17118827281
Angle 46,20655.697220316,1571.52870748747
Angle 46,20673.0548192879,1541.82897048957
Angle 46,20690.3885341974,1512.07210034048
Angle 46,20707.6983720396,1482.25822006552
Angle 46,20724.9843398933,1452.38745265266
Angle 46,20742.2464449215,1422.45992105135
Angle 46,20759.4846943709,1392.4757481712
Angle 46,20776.6990955723,1362.43505688077
Angle 46,20793.8896559405,1332.33797000634
Angle 46,20811.0563829745,1302.18461033064
Angle 46,20828.1992842576,1271.97510059166
Angle 46,20845.3183674569,1241.7095634814
Angle 46,20862.4136403242,1211.38812164464
Angle 46,20879.4851106952,1181.01089767775
Angle 46,20896.5327864902,1150.57801412746
Angle 46,20913.5566757135,1120.08959348963
Angle 46,20930.5567864539,1089.54575820809
Angle 46,20947.5331268845,1058.94663067341
Angle 46,20964.4857052629,1028.29233322171
Angle 46,20981.4145299307,997.582988133444
Angle 46,20998.3196093141,966.818717632276
Angle 46,21015.2009519236,935.999643883834
Angle 46,21032.0585663539,905.125888994563
Angle 46,21048.8924612842,874.197575010544
Angle 46,21065.7026454778,843.214823916327
Angle 46,21082.4891277823,812.177757633768
Angle 46,21099.2519171295,781.086498020868
Angle 46,21115.9910225354,749.941166870618
Angle 46,21132.7064531003,718.741885909853
Angle 46,21149.3982180084,687.488776798103
Angle 46,21166.0663265281,656.181961126457
Angle 46,21182.7107880117,624.821560416424
Angle 46,21199.3316118955,593.407696118807
Angle 46,21215.9288076997,561.940489612576
Angle 46,21232.5023850283,530.420062203745
Angle 46,21249.0523535692,498.846535124262
Angle 46,21265.5787230939,467.220029530896
Angle 46,21282.0815034574,435.540666504131
Angle 46,21298.5607045984,403.808567047068
Angle 46,21315.016336539,372.02385208433
Angle 46,21331.4484093848,340.18664246097
Angle 46,21347.8569333244,308.297058941389
Angle 46,21364.2419186298,276.355222208252
Angle 46,21380.6033756561,244.361252861421
Angle 46,21396.9413148413,212.31527141688
Angle 46,21413.2557467063,180.217398305671
Angle 46,21429.5466818548,148.06775387284
Angle 46,21445.8141309733,115.866458376379
Angle 46,21462.0581048306,83.6136319861799
Angle 46,21478.2786142781,51.3093947829912
Angle 46,21494.4756702495,18.9538667573814
Angle 46,21503.9352118079,0
Angle 47,0,0
Angle 47,47.6062135258026,50.9534137878246
Angle 47,95.0796393080178,101.6667035052
Angle 47,142.421153000732,152.141078681401
Angle 47,189.631622079695,202.377737264629
Angle 47,236.71190594328,252.377865764486
Angle 47,283.662856011891,302.142639392251
Angle 47,330.485315825818,351.673222198993
Angle 47,377.180121141596,400.970767211557
Angle 47,423.74810002688,450.036416566483
Angle 47,470.190072953862,498.871301641862
Angle 47,516.506852891271,547.476543187202
Angle 47,562.69924539496,595.853251451313
Angle 47,608.768048697126,644.002526308265
Angle 47,654.714053794182,691.92545738144
Angle 47,700.538044533286,739.623124165726
Angle 47,746.240797697594,787.096596147875
Angle 47,791.823083090205,834.346932925066
Angle 47,837.285663616874,881.375184321699
Angle 47,882.629295367476,928.182390504458
Angle 47,927.854727696264,974.769582095664
Angle 47,972.962703300936,1021.13778028497
Angle 47,1017.95395830053,1067.28799693937
Angle 47,1062.82922231217,1113.22123471169
Angle 47,1107.5892185267,1158.93848714733
Angle 47,1152.23466378317,1204.44073878965
Angle 47,1196.76626864226,1249.72896528363
Angle 47,1241.18473745866,1294.80413347819
Angle 47,1285.49076845232,1339.66720152687
Angle 47,1329.68505377877,1384.31911898724
Angle 47,1373.76827959829,1428.76082691872
Angle 47,1417.74112614424,1472.99325797909
Angle 47,1461.60426779028,1517.01733651957
Angle 47,1505.35837311665,1560.83397867862
Angle 47,1549.0041049756,1604.44409247429
Angle 47,1592.54212055572,1647.84857789539
Angle 47,1635.97307144553,1691.04832699128
Angle 47,1679.297603696,1734.04422396042
Angle 47,1722.51635788234,1776.8371452377
Angle 47,1765.62996916479,1819.42795958055
Angle 47,1808.63906734864,1861.81752815375
Angle 47,1851.54427694339,1904.00670461324
Angle 47,1894.34621722101,1945.99633518859
Angle 47,1937.04550227353,1987.78725876442
Angle 47,1979.64274106966,2029.38030696068
Angle 47,2022.13853751077,2070.77630421183
Angle 47,2064.53349048599,2111.97606784492
Angle 47,2106.8281939266,2152.9804081566
Angle 47,2149.02323685969,2193.7901284891
Angle 47,2191.119203461,2234.40602530512
Angle 47,2233.11667310713,2274.82888826181
Angle 47,2275.01622042697,2315.05950028364
Angle 47,2316.81841535245,2355.09863763432
Angle 47,2358.52382316863,2394.94706998781
Angle 47,2400.13300456303,2434.60556049828
Angle 47,2441.6465156744,2474.07486586921
Angle 47,2483.06490814073,2513.35573642152
Angle 47,2524.38872914668,2552.44891616083
Angle 47,2565.61852147033,2591.35514284381
Angle 47,2606.75482352935,2630.07514804365
Angle 47,2647.79816942649,2668.60965721466
Angle 47,2688.74908899454,2706.95938975602
Angle 47,2729.60810784062,2745.12505907475
Angle 47,2770.37574738989,2783.10737264772
Angle 47,2811.05252492878,2820.90703208304
Angle 47,2851.63895364748,2858.52473318045
Angle 47,2892.13554268203,2895.9611659911
Angle 47,2932.54279715574,2933.21701487644
Angle 47,2972.86121822015,2970.29295856638
Angle 47,3013.09130309539,3007.18967021675
Angle 47,3053.23354511006,3043.90781746594
Angle 47,3093.28843374056,3080.44806249091
Angle 47,3133.25645464993,3116.81106206237
Angle 47,3173.13808972616,3152.99746759934
Angle 47,3212.93381712004,3189.00792522304
Angle 47,3252.64411128248,3224.84307580998
Angle 47,3292.2694430014,3260.50355504452
Angle 47,3331.81027943809,3295.98999347064
Angle 47,3371.26708416313,3331.30301654318
Angle 47,3410.64031719187,3366.44324467831
Angle 47,3449.93043501946,3401.41129330351
Angle 47,3489.13789065532,3436.20777290681
Angle 47,3528.26313365739,3470.83328908545
Angle 47,3567.30661016572,3505.28844259399
Angle 47,3606.26876293578,3539.57382939177
Angle 47,3645.1500313713,3573.69004068977
Angle 47,3683.95085155668,3607.63766299696
Angle 47,3722.67165628905,3641.41727816604
Angle 47,3761.31287510985,3675.0294634386
Angle 47,3799.8749343361,3708.4747914898
Angle 47,3838.35825709117,3741.75383047239
Angle 47,3876.76326333532,3774.86714406036
Angle 47,3915.09036989569,3807.81529149189
Angle 47,3953.33999049604,3840.5988276119
Angle 47,3991.51253578607,3873.21830291405
Angle 47,4029.6084133704,3905.67426358223
Angle 47,4067.62802783717,3937.96725153154
Angle 47,4105.57178078628,3970.09780444884
Angle 47,4143.44007085736,4002.06645583274
Angle 47,4181.23329375726,4033.8737350332
Angle 47,4218.95184228737,4065.52016729054
Angle 47,4256.59610637042,4097.00627377414
Angle 47,4294.16647307714,4128.33257162059
Angle 47,4331.66332665246,4159.49957397136
Angle 47,4369.08704854146,4190.50779001015
Angle 47,4406.43801741495,4221.3577249997
Angle 47,4443.71660919484,4252.04988031821
Angle 47,4480.92319707908,4282.58475349531
Angle 47,4518.05815156636,4312.9628382477
Angle 47,4555.12184048058,4343.18462451424
Angle 47,4592.11462899488,4373.25059849075
Angle 47,4629.03687965548,4403.16124266439
Angle 47,4665.88895240526,4432.91703584758
Angle 47,4702.67120460694,4462.51845321162
Angle 47,4739.38399106614,4491.96596631985
Angle 47,4776.02766405401,4521.26004316053
Angle 47,4812.60257332969,4550.40114817922
Angle 47,4849.10906616251,4579.38974231091
Angle 47,4885.54748735386,4608.22628301173
Angle 47,4921.91817925883,4636.91122429031
Angle 47,4958.22148180765,4665.44501673881
Angle 47,4994.45773252676,4693.82810756355
Angle 47,5030.62726655979,4722.0609406154
Angle 47,5066.73041668812,4750.1439564197
Angle 47,5102.76751335134,4778.07759220596
Angle 47,5138.73888466742,4805.86228193722
Angle 47,5174.64485645258,4833.49845633896
Angle 47,5210.48575224109,4860.98654292791
Angle 47,5246.26189330464,4888.32696604034
Angle 47,5281.97359867165,4915.52014686015
Angle 47,5317.62118514627,4942.56650344664
Angle 47,5353.20496732718,4969.466450762
Angle 47,5388.72525762619,4996.22040069838
Angle 47,5424.18236628656,5022.82876210487
Angle 47,5459.57660140124,5049.29194081402
Angle 47,5494.90826893075,5075.61033966813
Angle 47,5530.17767272096,5101.7843585453
Angle 47,5565.38511452061,5127.81439438517
Angle 47,5600.53089399868,5153.70084121433
Angle 47,5635.61530876147,5179.44409017158
Angle 47,5670.63865436964,5205.04452953284
Angle 47,5705.60122435486,5230.50254473579
Angle 47,5740.50331023646,5255.81851840431
Angle 47,5775.34520153775,5280.99283037264
Angle 47,5810.12718580222,5306.02585770922
Angle 47,5844.84954860956,5330.91797474044
Angle 47,5879.51257359147,5355.66955307396
Angle 47,5914.11654244732,5380.28096162192
Angle 47,5948.6617349596,5404.75256662385
Angle 47,5983.14842900923,5429.0847316694
Angle 47,6017.57690059068,5453.27781772074
Angle 47,6051.94742382691,5477.33218313483
Angle 47,6086.26027098418,5501.24818368541
Angle 47,6120.51571248667,5525.02617258482
Angle 47,6154.71401693089,5548.66650050548
Angle 47,6188.85545110005,5572.16951560133
Angle 47,6222.94027997812,5595.5355635289
Angle 47,6256.96876676387,5618.76498746823
Angle 47,6290.94117288467,5641.85812814363
Angle 47,6324.85775801014,5664.81532384412
Angle 47,6358.7187800657,5687.63691044378
Angle 47,6392.52449524592,5710.32322142184
Angle 47,6426.27515802775,5732.87458788259
Angle 47,6459.97102118358,5755.29133857505
Angle 47,6493.61233579419,5777.57379991254
Angle 47,6527.19935126152,5799.722295992
Angle 47,6560.73231532134,5821.7371486131
Angle 47,6594.21147405573,5843.6186772972
Angle 47,6627.63707190546,5865.36719930616
Angle 47,6661.00935168225,5886.98302966089
Angle 47,6694.32855458082,5908.46648115979
Angle 47,6727.59492019092,5929.81786439698
Angle 47,6760.80868650911,5951.03748778037
Angle 47,6793.97008995053,5972.12565754956
Angle 47,6827.07936536041,5993.08267779356
Angle 47,6860.1367460256,6013.90885046836
Angle 47,6893.14246368583,6034.60447541432
Angle 47,6926.09674854497,6055.16985037341
Angle 47,6958.99982928211,6075.60527100629
Angle 47,6991.85193306249,6095.91103090921
Angle 47,7024.65328554839,6116.08742163081
Angle 47,7057.40411090984,6136.13473268867
Angle 47,7090.10463183523,6156.05325158585
Angle 47,7122.75506954183,6175.84326382712
Angle 47,7155.35564378616,6195.50505293517
Angle 47,7187.90657287426,6215.03890046658
Angle 47,7220.4080736719,6234.44508602776
Angle 47,7252.86036161456,6253.7238872906
Angle 47,7285.26365071745,6272.87558000814
Angle 47,7317.61815358531,6291.90043802994
Angle 47,7349.92408142217,6310.79873331746
Angle 47,7382.18164404097,6329.57073595921
Angle 47,7414.39104987309,6348.2167141858
Angle 47,7446.55250597777,6366.73693438486
Angle 47,7478.66621805149,6385.13166111585
Angle 47,7510.73239043711,6403.40115712466
Angle 47,7542.75122613309,6421.54568335822
Angle 47,7574.72292680245,6439.56549897885
Angle 47,7606.64769278179,6457.46086137858
Angle 47,7638.52572309005,6475.23202619328
Angle 47,7670.35721543732,6492.87924731677
Angle 47,7702.14236623348,6510.40277691468
Angle 47,7733.88137059675,6527.80286543831
Angle 47,7765.57442236221,6545.0797616383
Angle 47,7797.22171409014,6562.23371257824
Angle 47,7828.82343707436,6579.26496364809
Angle 47,7860.37978135043,6596.17375857762
Angle 47,7891.89093570376,6612.9603394496
Angle 47,7923.35708767768,6629.62494671296
Angle 47,7954.77842358139,6646.16781919586
Angle 47,7986.15512849783,6662.58919411859
Angle 47,8017.48738629147,6678.88930710639
Angle 47,8048.77537961605,6695.06839220224
Angle 47,8080.01928992217,6711.12668187944
Angle 47,8111.21929746488,6727.06440705412
Angle 47,8142.37558131116,6742.88179709775
Angle 47,8173.48831934728,6758.5790798494
Angle 47,8204.55768828616,6774.15648162802
Angle 47,8235.58386367459,6789.61422724455
Angle 47,8266.56701990044,6804.95254001402
Angle 47,8297.50733019971,6820.17164176748
Angle 47,8328.4049666636,6835.27175286388
Angle 47,8359.26010024543,6850.25309220185
Angle 47,8390.07290076756,6865.11587723137
Angle 47,8420.84353692818,6879.86032396542
Angle 47,8451.57217630803,6894.48664699149
Angle 47,8482.25898537715,6908.99505948296
Angle 47,8512.90412950142,6923.38577321055
Angle 47,8543.50777294911,6937.6589985535
Angle 47,8574.0700788974,6951.8149445108
Angle 47,8604.59120943874,6965.85381871231
Angle 47,8635.07132558723,6979.77582742977
Angle 47,8665.51058728487,6993.58117558772
Angle 47,8695.90915340782,7007.27006677446
Angle 47,8726.26718177252,7020.84270325275
Angle 47,8756.58482914181,7034.29928597061
Angle 47,8786.86225123095,7047.64001457192
Angle 47,8817.09960271362,7060.86508740702
Angle 47,8847.2970372278,7073.9747015432
Angle 47,8877.45470738167,7086.96905277515
Angle 47,8907.57276475936,7099.8483356353
Angle 47,8937.65135992676,7112.61274340412
Angle 47,8967.69064243714,7125.26246812037
Angle 47,8997.69076083684,7137.79770059122
Angle 47,9027.6518626708,7150.21863040234
Angle 47,9057.57409448811,7162.52544592798
Angle 47,9087.45760184748,7174.71833434086
Angle 47,9117.30252932266,7186.7974816221
Angle 47,9147.10902050778,7198.76307257107
Angle 47,9176.8772180227,7210.61529081513
Angle 47,9206.60726351824,7222.35431881933
Angle 47,9236.29929768142,7233.98033789612
Angle 47,9265.95346024061,7245.49352821486
Angle 47,9295.56988997065,7256.8940688114
Angle 47,9325.14872469791,7268.18213759757
Angle 47,9354.69010130532,7279.35791137051
Angle 47,9384.19415573734,7290.42156582212
Angle 47,9413.6610230049,7301.37327554832
Angle 47,9443.09083719023,7312.21321405827
Angle 47,9472.48373145176,7322.94155378364
Angle 47,9501.83983802889,7333.55846608765
Angle 47,9531.15928824673,7344.06412127424
Angle 47,9560.44221252079,7354.45868859705
Angle 47,9589.68874036168,7364.74233626841
Angle 47,9618.89900037972,7374.91523146829
Angle 47,9648.0731202895,7384.97754035318
Angle 47,9677.21122691443,7394.92942806487
Angle 47,9706.31344619124,7404.7710587393
Angle 47,9735.37990317445,7414.50259551524
Angle 47,9764.41072204077,7424.124200543
Angle 47,9793.4060260935,7433.63603499307
Angle 47,9822.36593776685,7443.03825906469
Angle 47,9851.29057863027,7452.3310319944
Angle 47,9880.18006939273,7461.51451206456
Angle 47,9909.03452990689,7470.58885661178
Angle 47,9937.85407917338,7479.55422203535
Angle 47,9966.63883534491,7488.41076380558
Angle 47,9995.38891573041,7497.15863647216
Angle 47,10024.1044367991,7505.7979936724
Angle 47,10052.7855141847,7514.32898813949
Angle 47,10081.4322626892,7522.75177171071
Angle 47,10110.0447962871,7531.06649533556
Angle 47,10138.623228129,7539.27330908387
Angle 47,10167.1676705462,7547.37236215393
Angle 47,10195.678235054,7555.36380288044
Angle 47,10224.1550323556,7563.24777874259
Angle 47,10252.5981723464,7571.02443637195
Angle 47,10281.0077641173,7578.69392156043
Angle 47,10309.3839159589,7586.25637926817
Angle 47,10337.7267353649,7593.71195363133
Angle 47,10366.036329036,7601.06078796994
Angle 47,10394.3128028836,7608.30302479569
Angle 47,10422.5562620335,7615.4388058196
Angle 47,10450.7668108295,7622.46827195977
Angle 47,10478.9445528369,7629.39156334903
Angle 47,10507.0895908464,7636.20881934258
Angle 47,10535.2020268773,7642.92017852554
Angle 47,10563.2819621812,7649.52577872057
Angle 47,10591.3294972458,7656.02575699535
Angle 47,10619.3447317979,7662.4202496701
Angle 47,10647.3277648073,7668.70939232503
Angle 47,10675.2786944898,7674.89331980775
Angle 47,10703.1976183112,7680.97216624069
Angle 47,10731.0846329902,7686.94606502846
Angle 47,10758.9398345021,7692.81514886516
Angle 47,10786.763318082,7698.57954974169
Angle 47,10814.5551782281,7704.23939895302
Angle 47,10842.3155087053,7709.79482710542
Angle 47,10870.0444025482,7715.24596412367
Angle 47,10897.7419520646,7720.59293925824
Angle 47,10925.4082488387,7725.83588109241
Angle 47,10953.0433837341,7730.97491754942
Angle 47,10980.6474468974,7736.01017589952
Angle 47,11008.2205277614,7740.94178276707
Angle 47,11035.762715048,7745.7698641375
Angle 47,11063.2740967715,7750.49454536438
Angle 47,11090.7547602419,7755.11595117634
Angle 47,11118.2047920679,7759.63420568403
Angle 47,11145.6242781603,7764.04943238701
Angle 47,11173.0133037344,7768.36175418066
Angle 47,11200.3719533142,7772.57129336302
Angle 47,11227.7003107343,7776.67817164163
Angle 47,11254.9984591441,7780.6825101403
Angle 47,11282.2664810099,7784.58442940591
Angle 47,11309.5044581185,7788.38404941516
