Simulation:,No Air Resistance
Trajectory,X,Y
Angle 45,31381.3989490592,11716.6209490588
Angle 45,31430.8964237423,11703.9864237419
Angle 45,31480.3938984253,11691.2538984249
Angle 45,31529.8913731084,11678.423373108
Angle 45,31579.3888477914,11665.494847791
Angle 45,31628.8863224745,11652.4683224741
Angle 45,31678.3837971576,11639.3437971571
Angle 45,31727.8812718406,11626.1212718402
Angle 45,31777.3787465237,11612.8007465233
Angle 45,31826.8762212067,11599.3822212063
Angle 45,31876.3736958898,11585.8656958894
Angle 45,31925.8711705729,11572.2511705724
Angle 45,31975.3686452559,11558.5386452555
Angle 45,32024.866119939,11544.7281199386
Angle 45,32074.363594622,11530.8195946216
Angle 45,32123.8610693051,11516.8130693047
Angle 45,32173.3585439882,11502.7085439877
Angle 45,32222.8560186712,11488.5060186708
Angle 45,32272.3534933543,11474.2054933538
Angle 45,32321.8509680373,11459.8069680369
Angle 45,32371.3484427204,11445.31044272
Angle 45,32420.8459174035,11430.715917403
Angle 45,32470.3433920865,11416.0233920861
Angle 45,32519.8408667696,11401.2328667691
Angle 45,32569.3383414526,11386.3443414522
Angle 45,32618.8358161357,11371.3578161353
Angle 45,32668.3332908187,11356.2732908183
Angle 45,32717.8307655018,11341.0907655014
Angle 45,32767.3282401849,11325.8102401844
Angle 45,32816.8257148679,11310.4317148675
Angle 45,32866.323189551,11294.9551895505
Angle 45,32915.820664234,11279.3806642336
Angle 45,32965.3181389171,11263.7081389167
Angle 45,33014.8156136001,11247.9376135997
Angle 45,33064.3130882832,11232.0690882828
Angle 45,33113.8105629663,11216.1025629658
Angle 45,33163.3080376493,11200.0380376489
Angle 45,33212.8055123324,11183.8755123319
Angle 45,33262.3029870154,11167.614987015
Angle 45,33311.8004616985,11151.2564616981
Angle 45,33361.2979363815,11134.7999363811
Angle 45,33410.7954110646,11118.2454110642
Angle 45,33460.2928857477,11101.5928857472
Angle 45,33509.7903604307,11084.8423604303
Angle 45,33559.2878351138,11067.9938351133
Angle 45,33608.7853097968,11051.0473097964
Angle 45,33658.2827844799,11034.0027844795
Angle 45,33707.7802591629,11016.8602591625
Angle 45,33757.277733846,10999.6197338456
Angle 45,33806.775208529,10982.2812085286
Angle 45,33856.2726832121,10964.8446832117
Angle 45,33905.7701578952,10947.3101578948
Angle 45,33955.2676325782,10929.6776325778
Angle 45,34004.7651072613,10911.9471072609
Angle 45,34054.2625819443,10894.1185819439
Angle 45,34103.7600566274,10876.192056627
Angle 45,34153.2575313104,10858.16753131
Angle 45,34202.7550059935,10840.0450059931
Angle 45,34252.2524806765,10821.8244806762
Angle 45,34301.7499553596,10803.5059553592
Angle 45,34351.2474300427,10785.0894300423
Angle 45,34400.7449047257,10766.5749047253
Angle 45,34450.2423794088,10747.9623794084
Angle 45,34499.7398540918,10729.2518540915
Angle 45,34549.2373287749,10710.4433287745
Angle 45,34598.7348034579,10691.5368034576
Angle 45,34648.232278141,10672.5322781406
Angle 45,34697.729752824,10653.4297528237
Angle 45,34747.2272275071,10634.2292275067
Angle 45,34796.7247021902,10614.9307021898
Angle 45,34846.2221768732,10595.5341768729
Angle 45,34895.7196515563,10576.0396515559
Angle 45,34945.2171262393,10556.447126239
Angle 45,34994.7146009224,10536.756600922
Angle 45,35044.2120756054,10516.9680756051
Angle 45,35093.7095502885,10497.0815502881
Angle 45,35143.2070249715,10477.0970249712
Angle 45,35192.7044996546,10457.0144996543
Angle 45,35242.2019743377,10436.8339743373
Angle 45,35291.6994490207,10416.5554490204
Angle 45,35341.1969237038,10396.1789237034
Angle 45,35390.6943983868,10375.7043983865
Angle 45,35440.1918730699,10355.1318730696
Angle 45,35489.6893477529,10334.4613477526
Angle 45,35539.186822436,10313.6928224357
Angle 45,35588.684297119,10292.8262971187
Angle 45,35638.1817718021,10271.8617718018
Angle 45,35687.6792464852,10250.7992464848
Angle 45,35737.1767211682,10229.6387211679
Angle 45,35786.6741958513,10208.380195851
Angle 45,35836.1716705343,10187.023670534
Angle 45,35885.6691452174,10165.5691452171
Angle 45,35935.1666199004,10144.0166199001
Angle 45,35984.6640945835,10122.3660945832
Angle 45,36034.1615692666,10100.6175692662
Angle 45,36083.6590439496,10078.7710439493
Angle 45,36133.1565186327,10056.8265186324
Angle 45,36182.6539933157,10034.7839933154
Angle 45,36232.1514679988,10012.6434679985
Angle 45,36281.6489426818,9990.40494268154
Angle 45,36331.1464173649,9968.0684173646
Angle 45,36380.6438920479,9945.63389204766
Angle 45,36430.141366731,9923.10136673072
Angle 45,36479.6388414141,9900.47084141378
Angle 45,36529.1363160971,9877.74231609684
Angle 45,36578.6337907802,9854.91579077989
Angle 45,36628.1312654632,9831.99126546295
Angle 45,36677.6287401463,9808.96874014601
Angle 45,36727.1262148293,9785.84821482907
Angle 45,36776.6236895124,9762.62968951213
Angle 45,36826.1211641954,9739.31316419518
Angle 45,36875.6186388785,9715.89863887824
Angle 45,36925.1161135616,9692.3861135613
Angle 45,36974.6135882446,9668.77558824436
Angle 45,37024.1110629277,9645.06706292741
Angle 45,37073.6085376107,9621.26053761047
Angle 45,37123.1060122938,9597.35601229353
Angle 45,37172.6034869768,9573.35348697659
Angle 45,37222.1009616599,9549.25296165964
Angle 45,37271.5984363429,9525.0544363427
Angle 45,37321.095911026,9500.75791102576
Angle 45,37370.5933857091,9476.36338570882
Angle 45,37420.0908603921,9451.87086039187
Angle 45,37469.5883350752,9427.28033507493
Angle 45,37519.0858097582,9402.59180975799
Angle 45,37568.5832844413,9377.80528444105
Angle 45,37618.0807591243,9352.92075912411
Angle 45,37667.5782338074,9327.93823380716
Angle 45,37717.0757084904,9302.85770849022
Angle 45,37766.5731831735,9277.67918317328
Angle 45,37816.0706578566,9252.40265785634
Angle 45,37865.5681325396,9227.0281325394
Angle 45,37915.0656072227,9201.55560722246
Angle 45,37964.5630819057,9175.98508190551
Angle 45,38014.0605565888,9150.31655658857
Angle 45,38063.5580312718,9124.55003127163
Angle 45,38113.0555059549,9098.68550595469
Angle 45,38162.5529806379,9072.72298063775
Angle 45,38212.050455321,9046.66245532081
Angle 45,38261.5479300041,9020.50393000386
Angle 45,38311.0454046871,8994.24740468692
Angle 45,38360.5428793702,8967.89287936998
Angle 45,38410.0403540532,8941.44035405304
Angle 45,38459.5378287363,8914.8898287361
Angle 45,38509.0353034193,8888.24130341916
Angle 45,38558.5327781024,8861.49477810222
Angle 45,38608.0302527855,8834.65025278528
Angle 45,38657.5277274685,8807.70772746833
Angle 45,38707.0252021516,8780.66720215139
Angle 45,38756.5226768346,8753.52867683445
Angle 45,38806.0201515177,8726.29215151751
Angle 45,38855.5176262007,8698.95762620057
Angle 45,38905.0151008838,8671.52510088362
Angle 45,38954.5125755668,8643.99457556668
Angle 45,39004.0100502499,8616.36605024974
Angle 45,39053.507524933,8588.6395249328
Angle 45,39103.004999616,8560.81499961585
Angle 45,39152.5024742991,8532.89247429891
Angle 45,39201.9999489821,8504.87194898197
Angle 45,39251.4974236652,8476.75342366503
Angle 45,39300.9948983482,8448.53689834808
Angle 45,39350.4923730313,8420.22237303114
Angle 45,39399.9898477143,8391.8098477142
Angle 45,39449.4873223974,8363.29932239726
Angle 45,39498.9847970805,8334.69079708032
Angle 45,39548.4822717635,8305.98427176337
Angle 45,39597.9797464466,8277.17974644643
Angle 45,39647.4772211296,8248.27722112949
Angle 45,39696.9746958127,8219.27669581255
Angle 45,39746.4721704957,8190.1781704956
Angle 45,39795.9696451788,8160.98164517866
Angle 45,39845.4671198618,8131.68711986172
Angle 45,39894.9645945449,8102.29459454478
Angle 45,39944.462069228,8072.80406922784
Angle 45,39993.959543911,8043.2155439109
Angle 45,40043.4570185941,8013.52901859395
Angle 45,40092.9544932771,7983.74449327701
Angle 45,40142.4519679602,7953.86196796007
Angle 45,40191.9494426432,7923.88144264313
Angle 45,40241.4469173263,7893.80291732619
Angle 45,40290.9443920093,7863.62639200925
Angle 45,40340.4418666924,7833.3518666923
Angle 45,40389.9393413755,7802.97934137536
Angle 45,40439.4368160585,7772.50881605842
Angle 45,40488.9342907416,7741.94029074148
Angle 45,40538.4317654246,7711.27376542453
Angle 45,40587.9292401077,7680.50924010759
Angle 45,40637.4267147907,7649.64671479065
Angle 45,40686.9241894738,7618.68618947371
Angle 45,40736.4216641568,7587.62766415677
Angle 45,40785.9191388399,7556.47113883982
Angle 45,40835.416613523,7525.21661352288
Angle 45,40884.914088206,7493.86408820594
Angle 45,40934.4115628891,7462.413562889
Angle 45,40983.9090375721,7430.86503757206
Angle 45,41033.4065122552,7399.21851225511
Angle 45,41082.9039869382,7367.47398693817
Angle 45,41132.4014616213,7335.63146162123
Angle 45,41181.8989363044,7303.69093630429
Angle 45,41231.3964109874,7271.65241098735
Angle 45,41280.8938856705,7239.51588567041
Angle 45,41330.3913603535,7207.28136035346
Angle 45,41379.8888350366,7174.94883503652
Angle 45,41429.3863097196,7142.51830971958
Angle 45,41478.8837844027,7109.98978440264
Angle 45,41528.3812590857,7077.36325908569
Angle 45,41577.8787337688,7044.63873376875
Angle 45,41627.3762084519,7011.81620845181
Angle 45,41676.8736831349,6978.89568313487
Angle 45,41726.371157818,6945.87715781793
Angle 45,41775.868632501,6912.76063250098
Angle 45,41825.3661071841,6879.54610718404
Angle 45,41874.8635818671,6846.2335818671
Angle 45,41924.3610565502,6812.82305655016
Angle 45,41973.8585312332,6779.31453123322
Angle 45,42023.3560059163,6745.70800591627
Angle 45,42072.8534805994,6712.00348059933
Angle 45,42122.3509552824,6678.20095528239
Angle 45,42171.8484299655,6644.30042996545
Angle 45,42221.3459046485,6610.30190464851
Angle 45,42270.8433793316,6576.20537933157
Angle 45,42320.3408540146,6542.01085401462
Angle 45,42369.8383286977,6507.71832869768
Angle 45,42419.3358033807,6473.32780338074
Angle 45,42468.8332780638,6438.8392780638
Angle 45,42518.3307527469,6404.25275274685
Angle 45,42567.8282274299,6369.56822742991
Angle 45,42617.325702113,6334.78570211297
Angle 45,42666.823176796,6299.90517679603
Angle 45,42716.3206514791,6264.92665147909
Angle 45,42765.8181261621,6229.85012616214
Angle 45,42815.3156008452,6194.6756008452
Angle 45,42864.8130755282,6159.40307552826
Angle 45,42914.3105502113,6124.03255021132
Angle 45,42963.8080248944,6088.56402489438
Angle 45,43013.3054995774,6052.99749957743
Angle 45,43062.8029742605,6017.33297426049
Angle 45,43112.3004489435,5981.57044894355
Angle 45,43161.7979236266,5945.70992362661
Angle 45,43211.2953983096,5909.75139830967
Angle 45,43260.7928729927,5873.69487299272
Angle 45,43310.2903476757,5837.54034767578
Angle 45,43359.7878223588,5801.28782235884
Angle 45,43409.2852970419,5764.9372970419
Angle 45,43458.7827717249,5728.48877172495
Angle 45,43508.280246408,5691.94224640801
Angle 45,43557.777721091,5655.29772109107
Angle 45,43607.2751957741,5618.55519577413
Angle 45,43656.7726704571,5581.71467045719
Angle 45,43706.2701451402,5544.77614514024
Angle 45,43755.7676198233,5507.7396198233
Angle 45,43805.2650945063,5470.60509450636
Angle 45,43854.7625691894,5433.37256918942
Angle 45,43904.2600438724,5396.04204387248
Angle 45,43953.7575185555,5358.61351855553
Angle 45,44003.2549932385,5321.08699323859
Angle 45,44052.7524679216,5283.46246792165
Angle 45,44102.2499426046,5245.73994260471
Angle 45,44151.7474172877,5207.91941728777
Angle 45,44201.2448919708,5170.00089197083
Angle 45,44250.7423666538,5131.98436665388
Angle 45,44300.2398413369,5093.86984133694
Angle 45,44349.7373160199,5055.65731602
Angle 45,44399.234790703,5017.34679070306
Angle 45,44448.732265386,4978.93826538611
Angle 45,44498.2297400691,4940.43174006917
Angle 45,44547.7272147521,4901.82721475223
Angle 45,44597.2246894352,4863.12468943529
Angle 45,44646.7221641183,4824.32416411834
Angle 45,44696.2196388013,4785.4256388014
Angle 45,44745.7171134844,4746.42911348446
Angle 45,44795.2145881674,4707.33458816752
Angle 45,44844.7120628505,4668.14206285058
Angle 45,44894.2095375335,4628.85153753363
Angle 45,44943.7070122166,4589.46301221669
Angle 45,44993.2044868996,4549.97648689975
Angle 45,45042.7019615827,4510.39196158281
Angle 45,45092.1994362658,4470.70943626587
Angle 45,45141.6969109488,4430.92891094892
Angle 45,45191.1943856319,4391.05038563198
Angle 45,45240.6918603149,4351.07386031504
Angle 45,45290.189334998,4310.9993349981
Angle 45,45339.686809681,4270.82680968116
Angle 45,45389.1842843641,4230.55628436421
Angle 45,45438.6817590471,4190.18775904727
Angle 45,45488.1792337302,4149.72123373033
Angle 45,45537.6767084133,4109.15670841339
Angle 45,45587.1741830963,4068.49418309644
Angle 45,45636.6716577794,4027.7336577795
Angle 45,45686.1691324624,3986.87513246256
Angle 45,45735.6666071455,3945.91860714562
Angle 45,45785.1640818285,3904.86408182867
Angle 45,45834.6615565116,3863.71155651173
Angle 45,45884.1590311946,3822.46103119479
Angle 45,45933.6565058777,3781.11250587785
Angle 45,45983.1539805608,3739.66598056091
Angle 45,46032.6514552438,3698.12145524396
Angle 45,46082.1489299269,3656.47892992702
Angle 45,46131.6464046099,3614.73840461008
Angle 45,46181.143879293,3572.89987929314
Angle 45,46230.641353976,3530.9633539762
Angle 45,46280.1388286591,3488.92882865925
Angle 45,46329.6363033422,3446.79630334231
Angle 45,46379.1337780252,3404.56577802537
Angle 45,46428.6312527083,3362.23725270843
Angle 45,46478.1287273913,3319.81072739148
Angle 45,46527.6262020744,3277.28620207454
Angle 45,46577.1236767574,3234.6636767576
Angle 45,46626.6211514405,3191.94315144066
Angle 45,46676.1186261235,3149.12462612372
Angle 45,46725.6161008066,3106.20810080677
Angle 45,46775.1135754897,3063.19357548983
Angle 45,46824.6110501727,3020.08105017289
Angle 45,46874.1085248558,2976.87052485595
Angle 45,46923.6059995388,2933.56199953901
Angle 45,46973.1034742219,2890.15547422206
Angle 45,47022.6009489049,2846.65094890512
Angle 45,47072.098423588,2803.04842358818
Angle 45,47121.595898271,2759.34789827124
Angle 45,47171.0933729541,2715.54937295429
Angle 45,47220.5908476372,2671.65284763735
Angle 45,47270.0883223202,2627.65832232041
Angle 45,47319.5857970033,2583.56579700347
Angle 45,47369.0832716863,2539.37527168653
Angle 45,47418.5807463694,2495.08674636958
Angle 45,47468.0782210524,2450.70022105264
Angle 45,47517.5756957355,2406.2156957357
Angle 45,47567.0731704185,2361.63317041876
Angle 45,47616.5706451016,2316.95264510181
Angle 45,47666.0681197847,2272.17411978487
Angle 45,47715.5655944677,2227.29759446793
Angle 45,47765.0630691508,2182.32306915099
Angle 45,47814.5605438338,2137.25054383404
Angle 45,47864.0580185169,2092.0800185171
Angle 45,47913.5554931999,2046.81149320016
Angle 45,47963.052967883,2001.44496788322
Angle 45,48012.550442566,1955.98044256628
Angle 45,48062.0479172491,1910.41791724933
Angle 45,48111.5453919322,1864.75739193239
Angle 45,48161.0428666152,1818.99886661545
Angle 45,48210.5403412983,1773.14234129851
Angle 45,48260.0378159813,1727.18781598156
Angle 45,48309.5352906644,1681.13529066462
Angle 45,48359.0327653474,1634.98476534768
Angle 45,48408.5302400305,1588.73624003074
Angle 45,48458.0277147135,1542.3897147138
Angle 45,48507.5251893966,1495.94518939685
Angle 45,48557.0226640797,1449.40266407991
Angle 45,48606.5201387627,1402.76213876297
Angle 45,48656.0176134458,1356.02361344603
Angle 45,48705.5150881288,1309.18708812908
Angle 45,48755.0125628119,1262.25256281214
Angle 45,48804.5100374949,1215.2200374952
Angle 45,48854.007512178,1168.08951217826
Angle 45,48903.5049868611,1120.86098686132
Angle 45,48953.0024615441,1073.53446154437
Angle 45,49002.4999362272,1026.10993622743
Angle 45,49051.9974109102,978.587410910488
Angle 45,49101.4948855933,930.966885593546
Angle 45,49150.9923602763,883.248360276604
Angle 45,49200.4898349594,835.431834959662
Angle 45,49249.9873096424,787.517309642719
Angle 45,49299.4847843255,739.504784325777
Angle 45,49348.9822590086,691.394259008835
Angle 45,49398.4797336916,643.185733691892
Angle 45,49447.9772083747,594.87920837495
Angle 45,49497.4746830577,546.474683058008
Angle 45,49546.9721577408,497.972157741065
Angle 45,49596.4696324238,449.371632424123
Angle 45,49645.9671071069,400.673107107181
Angle 45,49695.4645817899,351.876581790238
Angle 45,49744.962056473,302.982056473296
Angle 45,49794.4595311561,253.989531156354
Angle 45,49843.9570058391,204.899005839411
Angle 45,49893.4544805222,155.710480522469
Angle 45,49942.9519552052,106.423955205527
Angle 45,49992.4494298883,57.0394298885844
Angle 45,50041.9469045713,7.55690457164205
Angle 45,50049.4911508319,0
Angle 46,0,0
Angle 46,48.6260859321298,50.3537860237056
Angle 46,97.2521718642596,100.609572047411
Angle 46,145.878257796389,150.767358071117
Angle 46,194.504343728519,200.827144094822
Angle 46,243.130429660649,250.788930118528
Angle 46,291.756515592779,300.652716142233
Angle 46,340.382601524909,350.418502165939
Angle 46,389.008687457038,400.086288189645
Angle 46,437.634773389168,449.65607421335
Angle 46,486.260859321298,499.127860237056
Angle 46,534.886945253428,548.501646260761
Angle 46,583.513031185558,597.777432284467
Angle 46,632.139117117688,646.955218308172
Angle 46,680.765203049818,696.035004331878
Angle 46,729.391288981947,745.016790355584
Angle 46,778.017374914077,793.900576379289
Angle 46,826.643460846207,842.686362402995
Angle 46,875.269546778337,891.3741484267
Angle 46,923.895632710467,939.963934450406
Angle 46,972.521718642597,988.455720474111
Angle 46,1021.14780457473,1036.84950649782
Angle 46,1069.77389050686,1085.14529252152
Angle 46,1118.39997643899,1133.34307854523
Angle 46,1167.02606237112,1181.44286456893
Angle 46,1215.65214830325,1229.44465059264
Angle 46,1264.27823423538,1277.34843661634
Angle 46,1312.90432016751,1325.15422264005
Angle 46,1361.53040609964,1372.86200866376
Angle 46,1410.15649203177,1420.47179468746
Angle 46,1458.7825779639,1467.98358071117
Angle 46,1507.40866389603,1515.39736673487
Angle 46,1556.03474982815,1562.71315275858
Angle 46,1604.66083576028,1609.93093878228
Angle 46,1653.28692169241,1657.05072480599
Angle 46,1701.91300762454,1704.07251082969
Angle 46,1750.53909355667,1750.9962968534
Angle 46,1799.1651794888,1797.82208287711
Angle 46,1847.79126542093,1844.54986890081
Angle 46,1896.41735135306,1891.17965492452
